id_perusahaan,jumlah_karyawan,jumlah_follower,waktu_dicatat
3807153,702,43825,1692836199.0
79955198,4,1678,1692836199.0
8086,4470,88904,1692836199.0
7932726,6137,22232,1692836199.0
10801746,265,2821,1692836199.0
18496094,58,35307,1692836250.0
487174,6065,29299,1692836250.0
13309,1567,23105,1692836250.0
389481,13408,255980,1692836250.0
13288,1097,24072,1692836250.0
157324,4541,151381,1692836250.0
1123,209359,2631511,1692836303.0
3271453,32,841,1692836303.0
74589904,16,4977,1692836303.0
38264,1493,31163,1692836303.0
688249,75,22560,1692836303.0
962052,428,4206,1692836303.0
13386,9458,223012,1692836303.0
1586,829111,31887198,1692836303.0
1344,127293,2548622,1692836303.0
12934,8858,63363,1692836303.0
2382910,130559,8816583,1692836303.0
1524656,237,1411,1692836355.0
81194885,6,7,1692836355.0
497248,24,12575,1692836355.0
10346400,20,30606,1692836355.0
91098676,3,95,1692836355.0
28498,9490,36359,1692836355.0
444905,44,7113,1692836355.0
2174958,535,32148,1692836407.0
27172,2754,15191,1692836407.0
13856,13863,281216,1692836407.0
64532924,10,240,1692836407.0
98210,6158,58227,1692836459.0
4446,4213,157446,1692836459.0
43278,3893,21753,1692836459.0
163789,5608,260948,1692836459.0
5110,7812,236789,1692836459.0
59132912,7,18,1692836459.0
26562280,13,181,1692836459.0
19231638,387,10577,1692836510.0
231383,1008,16303,1692836510.0
10525955,239,13575,1692836510.0
3765,16938,486565,1692836510.0
73681,477,3160,1692836510.0
72559323,7,11210,1692836510.0
11286858,214,9890,1692836510.0
2686249,252,30078,1692836510.0
55873224,6,851,1692836563.0
164420,6853,732087,1692836563.0
850621,377,7492,1692836563.0
11901,2426,70055,1692836563.0
1482,30566,1324547,1692836563.0
6449530,38,1153,1692836563.0
36569,2006,14075,1692836563.0
766544,118,7446,1692836563.0
24062,1056,11473,1692836563.0
2820867,42,1346,1692836563.0
74887092,2,4,1692836563.0
78392228,1162,58214,1692836614.0
6627808,23,725,1692836614.0
1146188,5,5705,1692836614.0
57995232,6,170,1692836614.0
64722,100,16093,1692836614.0
41266,885,94829,1692836614.0
74539,244,7093,1692836614.0
233054,174,9284,1692836614.0
81519453,29,512,1692836614.0
7947803,490,50206,1692836614.0
69904568,20,249,1692836614.0
913591,80,2355,1692836614.0
637038,183,1452,1692836668.0
92917818,1303,133789,1692836668.0
18941384,127,14972,1692836668.0
4031973,50,473,1692836668.0
13153,3946,329731,1692836668.0
65589102,19,3742,1692836668.0
37248677,14,637,1692836668.0
2144509,20,504,1692836668.0
90681631,8,390,1692836668.0
81878,3890,51431,1692836668.0
60463,700,3741,1692836668.0
213862,158,9332,1692836720.0
2171249,85,1285,1692836720.0
51614199,128,1338,1692836720.0
87110560,2,797,1692836720.0
748875,147,7541,1692836720.0
868313,153,4237,1692836720.0
74772057,15,18931,1692836720.0
14477218,1,1802,1692836720.0
2999886,16,16350,1692836773.0
15228,2154,573512,1692836773.0
20503060,2,2303,1692836773.0
563417,282,1500,1692836773.0
77159,68,79937,1692836773.0
33218,194,36155,1692836773.0
5171302,17,1652,1692836773.0
11029079,17,6452,1692836824.0
69335449,80,5359,1692836824.0
307460,11152,146031,1692836824.0
78426886,4,62,1692836824.0
1330147,22,2034,1692836824.0
17959348,92,32329,1692836824.0
64487,324,2552,1692836824.0
3732622,58,1263,1692836824.0
69732,84,22242,1692836824.0
6148675,6,28,1692836824.0
15907041,19,62,1692836875.0
6646428,51,19294,1692836875.0
143331,164,20200,1692836875.0
49681,432,30388,1692836875.0
522560,435,24365,1692836875.0
107926,50,3263,1692836875.0
52638,66,31789,1692836875.0
1633836,5,2754,1692836875.0
1673105,341,13316,1692836875.0
3234221,27,1031,1692836926.0
34616,143,84692,1692836926.0
19024086,102,3687,1692836926.0
35716480,42,140,1692836926.0
447530,190,26531,1692836926.0
12595126,25,39654,1692836926.0
15087386,71,117312,1692836926.0
2015890,159,19254,1692836926.0
6565,3630,27920,1692836926.0
35701335,6,903,1692836926.0
7413,7928,87113,1692836926.0
80648696,637,10078,1692836926.0
35521693,15,1300,1692836978.0
90101,30,15002,1692836978.0
72632053,11,1452,1692836978.0
104602,209,8918,1692836978.0
3713985,19,684,1692836978.0
80753355,13,977,1692836978.0
14078,1895,20172,1692836978.0
69903699,53,1012,1692836978.0
12291,8950,101805,1692836978.0
529548,217,123079,1692837030.0
3094595,20,27248,1692837030.0
2345562,25,1384,1692837030.0
3781808,93,980,1692837030.0
110514,307,11152,1692837030.0
18987662,366,5328,1692837030.0
1257738,590,11654,1692837030.0
149485,176,4039,1692837030.0
27218788,40,4897,1692837030.0
89491510,364,12109,1692837030.0
96657925,0,21,1692837081.0
414551,94,37208,1692837081.0
15338901,7,267,1692837081.0
4821517,35,990,1692837081.0
28145223,17,1809,1692837081.0
8141,24832,839766,1692837081.0
11054,4612,162497,1692837081.0
68578869,11,233,1692837081.0
31953,415,2326,1692837081.0
164249,14875,51198,1692837081.0
33246798,50159,2667100,1692837081.0
87374932,13,680,1692837081.0
6585,19492,1898777,1692837081.0
162767,1582,6604,1692837081.0
3518569,458,8466,1692837133.0
18043,1955,583190,1692837133.0
64883733,0,144,1692837133.0
93249012,3,34,1692837133.0
80789,288,4153,1692837133.0
77097,360,48348,1692837133.0
5334810,40,3920,1692837133.0
548385,52,24293,1692837133.0
848818,23,12874,1692837133.0
16164685,43,16904,1692837184.0
62571,1294,13687,1692837184.0
5578,7682,116797,1692837184.0
83495842,10,51,1692837184.0
49122753,109,8755,1692837184.0
1713645,479,131478,1692837184.0
7962985,490,19565,1692837235.0
65587,79,4367,1692837235.0
5742,9967,183489,1692837235.0
26647085,84,5833,1692837235.0
57888,560,5179,1692837235.0
2201548,43,412,1692837235.0
19767,2800,48401,1692837235.0
9223,2184,26043,1692837288.0
166068,10045,344401,1692837288.0
19120162,12,100,1692837288.0
64670958,11,203,1692837338.0
14069,4771,71625,1692837338.0
90413667,644,4071,1692837338.0
3683451,531,21795,1692837338.0
51586146,14,4443,1692837338.0
17926613,22,704,1692837338.0
2738213,81,4658,1692837338.0
3607492,94,13944,1692837338.0
18827874,70,22039,1692837338.0
521134,1904,112483,1692837338.0
40369,329,4275,1692837390.0
2764631,197,2306,1692837390.0
133357,23,9711,1692837390.0
51671407,114,8171,1692837390.0
79108324,3,319,1692837390.0
313558,5,286,1692837390.0
28649902,76,1372,1692837390.0
54799,35,30179,1692837390.0
1447520,10239,410794,1692837442.0
17919545,40,7009,1692837442.0
44751,82,2167,1692837442.0
18380110,35,2395,1692837442.0
75156982,1,32,1692837442.0
58289235,7,160,1692837442.0
34758901,21,1357,1692837442.0
50381,159,5613,1692837442.0
113134,1285,25742,1692837442.0
225056,824,388541,1692837442.0
41771,264,42473,1692837492.0
6392689,799,5008,1692837492.0
42805,348,12143,1692837492.0
6137,19247,401509,1692837492.0
40735283,7,486,1692837492.0
10682548,225,8397,1692837492.0
1072536,207,5294,1692837492.0
70253,86,2090,1692837545.0
74064331,0,40,1692837545.0
210025,26,622,1692837545.0
6398401,155,3766,1692837545.0
17930841,325,12069,1692837545.0
69094979,2,5502,1692837595.0
674541,747,15414,1692837595.0
79091671,28,324,1692837595.0
1842410,602,31580,1692837595.0
40655773,486,9154,1692837595.0
20282677,210,14445,1692837595.0
1059379,69,329,1692837647.0
65010286,11,2479,1692837647.0
18124161,219,3861,1692837647.0
37310,232,14835,1692837647.0
17880405,115,19673,1692837647.0
18149028,73,6960,1692837647.0
18252282,33,932,1692837647.0
6504,15662,89658,1692837698.0
47662244,10,573,1692837698.0
1969276,192,11009,1692837698.0
76251474,24,1095,1692837698.0
14510422,22,4763,1692837698.0
84971123,5,294,1692837698.0
6457945,19,181,1692837698.0
91323859,1,10,1692837698.0
71303127,96,205130,1692837698.0
1933181,103,2582,1692837749.0
822239,66,53154,1692837749.0
662026,376,5404,1692837749.0
65401684,1098,21382,1692837749.0
8034,15463,106719,1692837749.0
75436848,143,1126,1692837749.0
71312127,71,15541,1692837749.0
78378963,2,522,1692837749.0
53868,1339,12267,1692837749.0
754041,9,413,1692837749.0
3340388,11,168,1692837801.0
166124,71,45250,1692837801.0
3596579,289,7459,1692837801.0
46318,558,14204,1692837801.0
479939,26,17242,1692837801.0
2529188,215,8223,1692837801.0
408211,139,1988,1692837801.0
4324337,268,4233,1692837801.0
2999998,351,81668,1692837801.0
64660033,68,1105,1692837801.0
55170,138,15679,1692837801.0
76203745,62,3933,1692837852.0
64638177,626,7889,1692837852.0
1332329,130,18204,1692837852.0
45346,374,217792,1692837852.0
3638332,92,4630,1692837852.0
28463995,11,191,1692837852.0
81527214,41120,379900,1692837852.0
13009799,14,66,1692837852.0
493046,749,14890,1692837852.0
416904,98,35458,1692837852.0
58677611,191,1421,1692837904.0
3816028,193,1653,1692837904.0
89803055,2,81,1692837904.0
71732020,60,1402,1692837904.0
11260586,42,2570,1692837904.0
6402014,24,3478,1692837904.0
42259,3694,19452,1692837955.0
352217,660,2847,1692837955.0
3264857,13,436,1692837955.0
1248281,35,211,1692837955.0
5055637,197,24532,1692837955.0
3012034,7,114,1692837955.0
6103794,119,3286,1692837955.0
2073870,20665,1032908,1692838006.0
82761136,13,91,1692838006.0
74714036,6,105,1692838006.0
20397,18757,45368,1692838006.0
6782778,1101,23161,1692838006.0
96601425,1,25,1692838006.0
11204351,107,9341,1692838006.0
98224501,1,15,1692838057.0
2240218,85,91398,1692838057.0
66688074,103,6686,1692838057.0
3263648,30,15648,1692838057.0
5719434,8,28,1692838057.0
782367,166,26056,1692838057.0
144455,175,225545,1692838057.0
3150784,30,14073,1692838057.0
9762263,19,578,1692838057.0
18346404,25,838,1692838057.0
81490111,6,6372,1692838109.0
33307792,256,5531,1692838109.0
10239155,312,93508,1692838109.0
90580409,3,129,1692838109.0
50190,406,6791,1692838109.0
74347068,26,1767,1692838109.0
6636388,88,6841,1692838160.0
8230919,98,13101,1692838160.0
9848517,31,114758,1692838160.0
3009879,397,99009,1692838160.0
66260937,104,127143,1692838160.0
78824885,3,44,1692838160.0
14541,1325,34406,1692838160.0
15635010,46,444,1692838160.0
132146,382,10111,1692838160.0
1207327,56,20438,1692838160.0
77610,97,40827,1692838160.0
37528935,78,307,1692838211.0
12166920,0,143,1692838211.0
18425407,28,49972,1692838211.0
134993,115,4088,1692838211.0
65588154,858,159007,1692838211.0
2483413,97,685,1692838211.0
9211,15645,59479,1692838211.0
27494,83,44709,1692838211.0
91611876,4,68,1692838211.0
86791285,10,2404,1692838263.0
1028988,119,2961,1692838263.0
74300849,2,21,1692838263.0
74698256,57,1818,1692838263.0
1121961,159,24044,1692838263.0
70041103,6,932,1692838263.0
91610647,1257,21799,1692838263.0
17995,3401,47854,1692838263.0
18910278,28,2409,1692838263.0
27138826,30,987,1692838263.0
31805,2468,10318,1692838314.0
2401255,23,36216,1692838314.0
2275433,187,17836,1692838314.0
78701221,13,897,1692838314.0
18945668,104,11156,1692838314.0
15285,677,16830,1692838314.0
20280833,58,247,1692838366.0
31515,1944,61481,1692838366.0
2372885,13496,216945,1692838366.0
810033,14,253,1692838366.0
2804888,347,13482,1692838366.0
1387626,1683,40088,1692838366.0
3527968,7138,183438,1692838366.0
18679009,6,554,1692838366.0
63527929,5,131,1692838366.0
18300840,8,301,1692838417.0
19175051,53,8541,1692838417.0
3048445,6,1427,1692838417.0
53009,265,1119,1692838417.0
136188,80,9421,1692838417.0
13332717,137,38790,1692838417.0
307513,52619,133636,1692838417.0
17921425,75,19154,1692838417.0
81486430,11,121,1692838417.0
2824640,9,10904,1692838417.0
463946,9,367,1692838468.0
2445968,12,227,1692838468.0
1076320,262,14373,1692838468.0
37524,61,16857,1692838468.0
10799820,12,17797,1692838468.0
6575960,19,69130,1692838468.0
50040,196,2541,1692838468.0
162969,3127,74997,1692838468.0
18217358,306,1463,1692838468.0
3124398,10,791,1692838468.0
75883294,21,807,1692838468.0
42839253,2,62,1692838468.0
165757,6589,1163407,1692838468.0
9488625,51,8760,1692838519.0
1818176,82,7740,1692838519.0
75647620,104,6787,1692838519.0
345564,872,52561,1692838519.0
57487,175,147654,1692838519.0
165299,4709,88991,1692838519.0
10727595,19,1404,1692838519.0
7361,72511,367061,1692838519.0
4019701,12,189,1692838519.0
27243513,9,534,1692838570.0
1512,209004,1804409,1692838570.0
3018149,155,19515,1692838570.0
18305006,16,146,1692838570.0
410756,2155,27458,1692838570.0
42481,436,6549,1692838570.0
226965,597,378565,1692838570.0
602101,40,11465,1692838570.0
5837,2076,248970,1692838570.0
493341,164,25295,1692838570.0
43251468,80,1812,1692838570.0
708782,65,36959,1692838570.0
68657486,184,14630,1692838570.0
1932056,49,216,1692838621.0
89989306,597,2559,1692838621.0
34683141,468,13711,1692838621.0
683310,2706,11791,1692838621.0
7796921,14,323,1692838621.0
64250731,2,783,1692838621.0
278713,1886,6621,1692838621.0
10229802,570,6643,1692838621.0
5667,13936,225211,1692838621.0
48835,5201,78397,1692838621.0
134081,5027,20523,1692838673.0
23383,1671,36277,1692838673.0
542177,2034,53752,1692838673.0
165207,1286,18620,1692838673.0
9286450,5017,24449,1692838673.0
58213,3520,52145,1692838673.0
162750,49913,556073,1692838673.0
937112,2068,116113,1692838673.0
164535,14817,265133,1692838673.0
37900,783,12604,1692838673.0
2700167,5098,47633,1692838673.0
1792,25669,1265955,1692838673.0
74604,661,14340,1692838673.0
7795,15497,167059,1692838673.0
2562,43847,1024790,1692838673.0
1668,53957,193554,1692838731.0
319203,385,8900,1692838731.0
162448,12182,132272,1692838731.0
7950773,37,321,1692838731.0
36472532,10,24,1692838731.0
3743,17811,233342,1692838731.0
5666,26665,183092,1692838731.0
33277328,362,13046,1692838731.0
96654929,0,6,1692838731.0
4826,4006,49106,1692838783.0
2276,20530,686248,1692838783.0
15165083,436,4376,1692838783.0
7851,8438,96835,1692838783.0
787339,3164,29923,1692838783.0
13126,1739,14973,1692838783.0
11498706,803,7646,1692838835.0
4307,10309,92129,1692838835.0
26041,2260,80075,1692838835.0
66938931,765,24210,1692838835.0
4668865,27,1107,1692838835.0
35224,51,78726,1692838889.0
2545750,65,2519,1692838889.0
6848,4187,266333,1692838889.0
11727,12197,419792,1692838889.0
78124,978,9213,1692838889.0
9624,3376,94188,1692838889.0
22309011,832,11589,1692838889.0
13242203,19,1578,1692838889.0
68360,3297,67631,1692838889.0
25017,2264,41607,1692838889.0
290727,87,3840,1692838942.0
30876,632,4821,1692838942.0
2872912,63,63922,1692838942.0
1254,9051,933371,1692838942.0
17954837,152,102221,1692838942.0
164527,20626,141065,1692838942.0
9759,16419,91470,1692838942.0
7789,25742,197203,1692838942.0
77758478,1,727,1692838942.0
2699082,57,63825,1692838942.0
2296178,1053,91317,1692838942.0
461767,200,2463,1692838994.0
3392,13521,161544,1692838994.0
1275357,293,8363,1692838994.0
18282263,487,9924,1692838994.0
491205,13,225,1692838994.0
4324,4039,48409,1692839047.0
94055078,2,5,1692839047.0
167700,3830,114126,1692839047.0
18751286,46,311,1692839100.0
3634748,24,21941,1692839100.0
733622,518,23758,1692839100.0
459969,169,4498,1692839100.0
25452,2166,133681,1692839100.0
256744,6477,119846,1692839152.0
905785,943,12879,1692839152.0
352558,5469,67220,1692839152.0
314350,6113,233377,1692839152.0
53708,932,18664,1692839206.0
797901,409,1784,1692839206.0
10007,529,13334,1692839206.0
5843,2744,47195,1692839206.0
17876829,100,2202,1692839206.0
54844,79,34817,1692839206.0
3046921,16,219,1692839259.0
62219,905,25595,1692839259.0
76749026,176,4031,1692839259.0
492566,240,8735,1692839259.0
106383,212,58553,1692839259.0
21835,5982,121687,1692839259.0
81600,1247,9910,1692839259.0
102046,619,4046,1692839259.0
2578499,50,1956,1692839259.0
92537629,17,3269,1692839259.0
47664328,52047,415540,1692839259.0
3681497,722,6022,1692839259.0
6617371,9,148,1692839259.0
67539665,13663,131657,1692839311.0
5785700,161,6024,1692839311.0
18358181,99,8138,1692839311.0
16183163,27,31309,1692839311.0
2843538,55,52035,1692839311.0
70696,226,2743,1692839311.0
598164,26,1046,1692839311.0
31649,2591,15340,1692839311.0
54276584,138,1964,1692839311.0
18162919,266,10609,1692839311.0
4220,282,8834,1692839365.0
70379058,578,26103,1692839365.0
165735,1558,36817,1692839365.0
28597931,39,5689,1692839365.0
91414637,3,132,1692839365.0
18725117,3,28,1692839417.0
63274,437,25868,1692839417.0
50511,1137,53359,1692839417.0
136115,1206,20007,1692839417.0
2271,125476,2716450,1692839417.0
29215687,24,3414,1692839417.0
163025,30422,180496,1692839417.0
667860,83,6186,1692839469.0
1109157,553,3438,1692839469.0
3848,10094,170140,1692839469.0
938659,17899,243641,1692839469.0
5000890,88,64339,1692839469.0
11660,747,119045,1692839469.0
22456,2753,373694,1692839469.0
2203697,9271,781605,1692839521.0
33619,313,11352,1692839521.0
24601924,8,85,1692839573.0
3309820,140,9757,1692839573.0
74329930,7,188,1692839573.0
71496,770,131160,1692839573.0
1376946,832,18380,1692839573.0
34218096,419,6597,1692839573.0
34484,512,28441,1692839573.0
2499560,3276,266162,1692839573.0
18120202,9,105,1692839573.0
1066442,5545,227014,1692839573.0
11921,3382,17545,1692839573.0
36092044,2947,90755,1692839573.0
997733,31,24949,1692839573.0
167379,473,22350,1692839625.0
75644472,3,8,1692839625.0
31636,2302,48423,1692839625.0
45170,3054,17686,1692839625.0
8667,4891,26165,1692839625.0
611987,609,8291,1692839677.0
65547501,116,2210,1692839677.0
18269417,436,5312,1692839729.0
40025,6629,209719,1692839729.0
79383729,10,244,1692839729.0
57971,168,60712,1692839729.0
19086748,16,4873,1692839729.0
136253,18,10300,1692839729.0
3220813,4856,28532,1692839729.0
259718,18,8099,1692839729.0
703207,50,272,1692839781.0
99360,1547,65276,1692839781.0
13051794,12,30,1692839781.0
16202798,14,168,1692839781.0
21425,2579,63299,1692839781.0
164035,5168,49649,1692839781.0
165976,2125,127993,1692839834.0
3084,22279,693161,1692839834.0
15939037,3,70,1692839834.0
39249,3400,28836,1692839834.0
80695222,3,2811,1692839834.0
74149507,188,8908,1692839834.0
3591263,43,3229,1692839834.0
2751,22255,661962,1692839834.0
15090581,6,3604,1692839834.0
54110209,39,3756,1692839834.0
27193097,91,4749,1692839887.0
65647,356,43453,1692839887.0
18564016,27,940,1692839887.0
9060,1458,29792,1692839887.0
261933,218,40996,1692839887.0
9361151,20,17857,1692839887.0
27383,44,67014,1692839887.0
1464,8085,108154,1692839887.0
503757,4404,70935,1692839939.0
1060,111798,1960003,1692839991.0
1124131,7546,775378,1692839991.0
3500602,27,164,1692839991.0
166967,1022,23399,1692839991.0
3348019,399,3858,1692840045.0
157303,9615,49489,1692840045.0
1025,70995,3646359,1692840097.0
162241,4520,130011,1692840097.0
10279761,10379,989029,1692840097.0
6533604,10,789,1692840150.0
164207,2830,11045,1692840150.0
9339049,2085,339013,1692840150.0
482272,336,14548,1692840150.0
22112,3266,103354,1692840150.0
1861293,164,128557,1692840150.0
52112,1182,10624,1692840150.0
166958,5741,31507,1692840150.0
2327867,161,3070,1692840150.0
123958,211,29340,1692840150.0
2731814,262,10015,1692840203.0
86475,219,5078,1692840203.0
2881203,77,645,1692840203.0
20760,1221,33578,1692840203.0
37404866,268,8174,1692840203.0
11333215,191,3890,1692840203.0
763137,694,502723,1692840203.0
808024,50,6975,1692840203.0
164182,26057,1012984,1692840203.0
2785040,76,3859,1692840203.0
22310425,6,159,1692840203.0
1103,95609,1384923,1692840256.0
9472599,4,13374,1692840256.0
65911044,5,229,1692840256.0
407656,39111,210190,1692840256.0
5058,11288,717040,1692840308.0
16892,3101,13044,1692840308.0
128505,5277,213433,1692840361.0
1095818,97,1548,1692840413.0
13421,5569,155392,1692840413.0
894640,24,48715,1692840413.0
72593,60,57032,1692840413.0
69818844,6,287,1692840413.0
2119128,5,7422,1692840413.0
9302284,143,7058,1692840413.0
97021,91,8284,1692840466.0
357142,42,1160,1692840466.0
11775700,60,3032,1692840466.0
38521,2294,9474,1692840466.0
28762232,69,6291,1692840466.0
10563478,16,1746,1692840466.0
64995026,86,890,1692840466.0
9498255,64,922,1692840524.0
1586478,6615,116272,1692840524.0
77038154,9,134,1692840524.0
30324,1391,241438,1692840524.0
72016383,10,3171,1692840524.0
64677,648,7353,1692840524.0
62223875,19,28,1692840524.0
26205,2089,22943,1692840524.0
28629,3705,7053,1692840524.0
91103556,10,187,1692840577.0
2904046,170,22385,1692840577.0
2664185,29,2474,1692840577.0
3651935,3113,61638,1692840577.0
40942169,148,11084,1692840577.0
91114863,8,122,1692840577.0
45750,621,23872,1692840577.0
15200600,57,240,1692840630.0
1268806,242,31991,1692840630.0
5372,8578,249931,1692840630.0
10021,4971,146274,1692840630.0
14865971,7,1299,1692840682.0
9141,8553,26669,1692840682.0
4094193,959,1201,1692840682.0
98061689,2,320,1692840682.0
1179862,47,403,1692840682.0
11286451,2428,46360,1692840682.0
206800,50,113058,1692840736.0
236235,18,1605,1692840736.0
1632149,624,7121,1692840736.0
10860178,1028,12130,1692840736.0
33295877,3998,225881,1692840736.0
532220,59,19014,1692840789.0
8294,4331,29784,1692840789.0
18191677,8,171,1692840789.0
4824711,131,3619,1692840789.0
89706215,6,110,1692840789.0
1404437,33,38506,1692840789.0
10500667,222,8401,1692840841.0
19668,412,199735,1692840841.0
251336,193,40082,1692840841.0
74658,84,33233,1692840841.0
91075895,9,195,1692840841.0
18019992,40,15681,1692840841.0
14613869,3143,30675,1692840841.0
1265257,72,180329,1692840894.0
37520,211,49087,1692840894.0
74875553,25,623,1692840894.0
96656537,0,2,1692840894.0
80035,353,2335,1692840894.0
91399601,3,26,1692840894.0
3589068,81,1540,1692840894.0
82629924,9,246,1692840894.0
13266,3448,39485,1692840947.0
4815837,90,5817,1692840947.0
1470173,258,2899,1692840947.0
51205,849,52731,1692840947.0
7507,5212,861806,1692840947.0
16193860,118,8301,1692840947.0
92926010,8,7294,1692840947.0
3152520,272,15694,1692840947.0
16200871,42,101,1692840999.0
868336,154,58791,1692840999.0
2297786,30,23565,1692840999.0
56464185,2825,8313,1692840999.0
165602,2648,366414,1692840999.0
91589332,0,53,1692841053.0
1374310,12507,41990,1692841053.0
96081672,8,13,1692841106.0
2549127,27,871,1692841106.0
1282463,26,636,1692841106.0
88253,581,6949,1692841106.0
1230481,476,21527,1692841106.0
32455,978,14798,1692841106.0
56313852,16,82,1692841159.0
44012,67,43790,1692841159.0
3698584,69,435,1692841159.0
13345578,270,70571,1692841159.0
65296,21,35892,1692841159.0
392569,355,2635,1692841211.0
19101288,135,33932,1692841211.0
3011879,183,19557,1692841211.0
11210665,18,1778,1692841265.0
4854165,104,112874,1692841265.0
11551557,14,3973,1692841265.0
45975,76,4755,1692841265.0
690468,74,28852,1692841265.0
352970,3146,17719,1692841265.0
3577168,252,38767,1692841265.0
11308812,2976,32775,1692841265.0
91715033,6,164,1692841265.0
10073356,114,5468,1692841318.0
75658267,4,113,1692841318.0
9764145,49,104,1692841318.0
1133051,149,1688,1692841370.0
1728091,1120,197431,1692841422.0
167470,640,91352,1692841422.0
13301966,135,46195,1692841422.0
93646602,2,43,1692841422.0
2927980,73,12186,1692841422.0
10621846,129,1929,1692841422.0
9035196,38,238,1692841475.0
98304573,2,167,1692841475.0
79604112,17,1135,1692841475.0
91127741,0,37,1692841528.0
86287371,2,9,1692841528.0
80954903,2,3640,1692841528.0
783377,35,451,1692841528.0
3180574,115,7549,1692841528.0
65663774,4,166,1692841528.0
18851732,566,12789,1692841528.0
18347030,7,713,1692841528.0
25370,1164,24573,1692841528.0
881304,444,155260,1692841581.0
64711438,102,1490,1692841581.0
10148940,1321,8370,1692841581.0
33011825,3,224,1692841581.0
70329,123,2415,1692841581.0
18675698,3,173,1692841581.0
8619466,118,525,1692841634.0
19136120,3,6705,1692841634.0
29322289,140,21317,1692841634.0
16098582,96,1802,1692841634.0
54352854,456,7186,1692841634.0
6449,9564,374494,1692841634.0
2980915,1475,12722,1692841634.0
4752375,42,435,1692841634.0
1491880,4,2538,1692841634.0
228071,300,14209,1692841634.0
1280678,27,1690,1692841634.0
89509032,9,87,1692841634.0
18255912,468,3396,1692841634.0
5482,36315,1148734,1692841686.0
3536,6720,500208,1692841686.0
37533040,16,523,1692841686.0
2344811,29,560,1692841686.0
6583007,25,540,1692841686.0
449593,37,6830,1692841686.0
3356865,56,24151,1692841686.0
165381,2661,24718,1692841686.0
21273,2633,30484,1692841686.0
4023956,280,2459,1692841686.0
15613785,5,4,1692841686.0
871491,35,2778,1692841686.0
11067,1003,272606,1692841686.0
12368,768,17362,1692841738.0
78795962,4,9,1692841738.0
81155650,1,2,1692841738.0
6445786,70,1688,1692841738.0
1175330,75,4756,1692841738.0
683924,27,1454,1692841738.0
6842116,1,18,1692841738.0
64544065,2,46,1692841738.0
19137570,17,53,1692841738.0
78283079,2763,11739,1692841791.0
3994,49491,846660,1692841791.0
60096806,107,378,1692841791.0
52945,3244,34837,1692841791.0
4290725,40,130,1692841791.0
40733486,45,23189,1692841791.0
1466837,379,6937,1692841791.0
27171329,29,1344,1692841791.0
74731877,11,433,1692841791.0
53464,427,22275,1692841843.0
1241,176633,3504495,1692841843.0
17084,660,21703,1692841843.0
44375,83,28901,1692841843.0
9365938,4972,194156,1692841843.0
3350832,88,1258,1692841843.0
164775,4144,82546,1692841843.0
203204,107,2751,1692841843.0
2655319,33,1063,1692841843.0
266635,49,227,1692841843.0
106707,33,36793,1692841843.0
16154929,41,1660,1692841843.0
1297779,114,3414,1692841843.0
3867218,1,5639,1692841895.0
6176,38972,244379,1692841895.0
14827133,21,294,1692841895.0
68278572,22,592,1692841895.0
19115010,2,15,1692841895.0
81728179,7,97,1692841895.0
58011764,14,128,1692841895.0
566121,917,36677,1692841948.0
56892147,6,4,1692841948.0
98142115,1,1,1692841948.0
74711742,1,238,1692841948.0
36635,199,1526,1692841948.0
74086147,107,562,1692841948.0
15239934,130,5364,1692841948.0
15669219,68,342,1692841948.0
3887031,197,2963,1692841948.0
89793107,5,204,1692841948.0
15760876,4,86,1692842007.0
4099996,66,2198,1692842007.0
3540711,50,776,1692842007.0
76760809,1,43,1692842007.0
90415824,15,235,1692842007.0
92390804,685,605,1692842007.0
1755661,111,25917,1692842007.0
91325017,2,19,1692842007.0
510951,8,18866,1692842007.0
11273,5150,66868,1692842007.0
1007844,23,5608,1692842059.0
15628,1402,47817,1692842059.0
3165672,7,17737,1692842059.0
525424,729,50186,1692842059.0
2311,217029,2268356,1692842059.0
74793209,9,2544,1692842059.0
8781,114,69811,1692842059.0
51592480,5,429,1692842059.0
910171,73,2640,1692842059.0
4031020,7,14,1692842059.0
688068,3,236,1692842059.0
83346702,7,65,1692842112.0
81911397,1,35,1692842112.0
3561956,78,7012,1692842112.0
64888912,18,8208,1692842112.0
1230210,21,678,1692842164.0
35681130,76,5451,1692842164.0
78865146,7,123,1692842164.0
74148478,16,1347,1692842164.0
2870989,286,220667,1692842164.0
90432970,8,21,1692842164.0
23683319,51,425,1692842164.0
17947238,7,902,1692842164.0
11266312,119,1357,1692842164.0
24122,249,7385,1692842164.0
95702534,2,136,1692842164.0
37454346,2,1460,1692842217.0
89568406,4,112,1692842217.0
70519239,17,97,1692842217.0
2395089,32,430,1692842217.0
10474,6647,515005,1692842217.0
96261901,2,4209,1692842217.0
29308,297,180426,1692842217.0
232839,6,107,1692842217.0
978382,414,2716,1692842217.0
358102,40,4915,1692842217.0
3998479,167,32747,1692842217.0
18409665,4,92,1692842217.0
2692259,140,1011,1692842269.0
27002539,107,2456,1692842269.0
23773563,4,162,1692842269.0
163438,3343,110860,1692842269.0
92699700,4,9187,1692842269.0
18941872,20,1365,1692842269.0
3578241,15,152,1692842269.0
211152,7228,69728,1692842269.0
2584,28478,653788,1692842269.0
42873,1272,44434,1692842269.0
1944335,299,10945,1692842269.0
