id_perusahaan,jumlah_karyawan,jumlah_follower,waktu_dicatat
5100724,408,15244,1692868003.0
18952993,123,2090,1692868034.0
18347825,115,1105,1692868034.0
311841,2831,31077,1692868034.0
9077,6458,198056,1692868034.0
1284978,1501,17987,1692868034.0
74491056,1570,12605,1692868034.0
70915780,59,319232,1692868065.0
3252148,294,25525,1692868065.0
72118094,7,1693,1692868065.0
10589520,153,7389,1692868065.0
157344,8407,382461,1692868065.0
606385,494,6025,1692868065.0
15255865,249,5559,1692868065.0
13651,915,28507,1692868095.0
69736805,85,4995,1692868095.0
3210501,403,25502,1692868126.0
789643,3395,170920,1692868126.0
2029124,35,1472,1692868126.0
9158,6120,206926,1692868126.0
5442,12882,266087,1692868156.0
30225,2614,53689,1692868156.0
675562,7237,529689,1692868186.0
78426215,125,10560,1692868186.0
11092,5316,42182,1692868186.0
54132,414,7736,1692868186.0
10091,6098,37777,1692868186.0
362181,401,9726,1692868186.0
403409,863,20043,1692868186.0
3165,20198,530370,1692868186.0
163578,12422,264760,1692868186.0
1224492,1343,4496,1692868216.0
2848937,37649,961711,1692868216.0
9077,6457,198056,1692868216.0
1329750,146,3521,1692868216.0
1122744,3349,44611,1692868216.0
69502296,485,20560,1692868247.0
5343,26634,300633,1692868247.0
9732,1875,15968,1692868247.0
295604,1123,21870,1692868247.0
6441846,120,18869,1692868247.0
25932,1775,11987,1692868277.0
23793,2279,42855,1692868277.0
1749533,438,5226,1692868277.0
3486320,1563,57278,1692868277.0
4890,8252,37616,1692868277.0
2821604,773,42761,1692868307.0
165784,1542,31307,1692868337.0
348709,1591,93021,1692868337.0
11536393,15,547,1692868337.0
1472684,140,5514,1692868337.0
71919,1332,14555,1692868368.0
16163783,1501,14682,1692868368.0
93602182,3,135,1692868398.0
1663,41445,1571151,1692868398.0
5619,13650,321988,1692868398.0
1192815,1358,10484,1692868428.0
2670805,250,17966,1692868428.0
74464,1014,5664,1692868428.0
13030788,930,30142,1692868428.0
10696913,70952,224264,1692868461.0
10225730,169,1365,1692868461.0
366025,17946,57801,1692868461.0
10226155,321,2844,1692868461.0
37210,398,14382,1692868491.0
1839577,4905,91300,1692868491.0
1321042,504,18157,1692868521.0
26205,2091,22952,1692868521.0
38897,2009,13632,1692868521.0
2623,6769,58204,1692868521.0
84659,676,2982,1692868521.0
72015472,30,5421,1698964111.0
8619,3303,77306,1698964111.0
1185,99785,5747787,1698964111.0
4128,145043,670898,1698964111.0
9222193,37,1587,1698964111.0
28597765,2218,19701,1698964111.0
2415830,10,85,1698964111.0
1009,308001,15467710,1698964111.0
1068,282916,4468491,1698964111.0
514223,449,13793,1698964111.0
11152,11449,147860,1698964111.0
4804,32963,823832,1698964111.0
19059318,86,233,1698964111.0
14562893,2937,317166,1698964111.0
5235,12904,2216486,1698964111.0
2601032,348,56019,1698964111.0
49681,435,29576,1698964111.0
19066,4343,28606,1698964111.0
26201415,22,8159,1698964186.0
1939984,237,1801,1698964186.0
30507,1406,15187,1698964186.0
1970,46781,419788,1698964186.0
1028,200515,9097569,1698964186.0
16907,14809,76687,1698964186.0
25010802,2,13,1698964186.0
933942,410,22703,1698964186.0
16690,2140,246703,1698964186.0
14467750,315,62424,1698964186.0
1729578,1801,17595,1698964186.0
90627662,246,18441,1698964186.0
107021,263,58419,1698964186.0
462552,4863,56404,1698964186.0
76635659,10,456,1698964186.0
1283,318216,7940259,1698964186.0
64514,46,11550,1698964186.0
18303,3664,18732,1698964261.0
9401140,2711,19781,1698964261.0
613812,1569,136358,1698964261.0
14736,19549,86722,1698964261.0
163079,10069,106268,1698964261.0
2660,1268,24996,1698964261.0
1515366,1078,3259,1698964261.0
13856,13992,269062,1698964261.0
30114,239,18999,1698964261.0
10350118,494,10395,1698964261.0
119184,4488,170780,1698964261.0
8098422,27,1776,1698964261.0
797386,334,16665,1698964261.0
76507853,107,18433,1698964261.0
696534,543,57094,1698964261.0
2922575,539,53521,1698964261.0
5113,7923,56698,1698964261.0
17105,3383,119937,1698964261.0
2279,46549,653938,1698964335.0
3096123,24,4192,1698964335.0
791742,1155,19278,1698964335.0
23883,2514,173753,1698964335.0
5805,14086,464100,1698964335.0
3304,23284,983561,1698964335.0
42610,1776,12144,1698964335.0
6137,19480,414020,1698964335.0
89968994,3,233,1698964335.0
2137,33883,751393,1698964335.0
2908367,1847,177098,1698964335.0
63313,1439,27596,1698964335.0
10841679,100,43831,1698964335.0
61074,1412,163297,1698964335.0
2169549,238,14689,1698964335.0
5078432,287,12683,1698964410.0
11169,8141,167718,1698964410.0
4075,34627,320797,1698964410.0
65506658,34,1489,1698964410.0
89875037,0,19,1698964410.0
29360090,119,3042,1698964410.0
18348487,23973,2605927,1698964410.0
2639649,10,28,1698964410.0
45593,344,27862,1698964410.0
294483,327,9615,1698964410.0
6194,8233,50140,1698964410.0
44580,2233,37691,1698964410.0
4343240,29,197,1698964410.0
1576969,134,5838,1698964410.0
102876,435,7527,1698964484.0
71339867,67,1767,1698964484.0
90164487,3,12,1698964484.0
217273,480,36628,1698964484.0
2859,10688,138170,1698964484.0
22688,20755,1171397,1698964484.0
4721,13321,325588,1698964484.0
165725,5263,124638,1698964484.0
2689946,245,166914,1698964484.0
76549112,259,9231,1698964484.0
1808,88758,663654,1698964484.0
104396,2050,14202,1698964484.0
1740838,70,2615,1698964484.0
3169,8934,209143,1698964484.0
78441047,5,812,1698964484.0
43278,3930,21723,1698964484.0
72546554,11,743,1698964484.0
157262,6541,26101,1698964484.0
27239519,1172,17638,1698964484.0
1977734,2,115,1698964560.0
17882179,12,560,1698964560.0
44157,1544,66153,1698964560.0
20282677,212,16169,1698964560.0
164376,6498,323318,1698964560.0
35483527,625,63020,1698964560.0
10699418,12001,223607,1698964560.0
19626,224,80622,1698964560.0
95063540,2,8,1698964560.0
65390111,4015,1604864,1698964560.0
132002,777,4365,1698964560.0
16247689,62,685,1698964560.0
510987,349,3574,1698964560.0
18281,933,51454,1698964560.0
1398598,603,47144,1698964560.0
1382072,98,3209,1698964560.0
1364975,210,2174,1698964560.0
33457526,586,34642,1698964560.0
17882,2484,12234,1698964560.0
6234,4206,33324,1698964560.0
112885,28,651,1698964560.0
3549,18021,1108438,1698964560.0
76500049,1763,25076,1698964560.0
16000406,178,1119,1698964560.0
28169,3474,18866,1698964560.0
143836,110,5792,1698964634.0
162258,13615,86142,1698964634.0
1121966,809,30276,1698964634.0
6593,19271,614251,1698964634.0
583005,356,4431,1698964634.0
1092609,43,2534,1698964634.0
18048742,78,5358,1698964634.0
17894,1306,7124,1698964634.0
3765,17417,498768,1698964634.0
4433,3372,596345,1698964634.0
162497,16261,68082,1698964634.0
15228,2077,596453,1698964634.0
31827,3112,20844,1698964634.0
692925,889,4123,1698964634.0
16170674,1038,4587,1698964634.0
16257321,457,3259,1698964634.0
15484089,485,1439,1698964634.0
4028380,326,2072,1698964634.0
629227,13707,58839,1698964709.0
5275,24565,572940,1698964709.0
10306348,751,35907,1698964709.0
15378792,32,402,1698964709.0
78606,2852,11499,1698964709.0
13309,1599,23688,1698964709.0
5195,12088,310984,1698964709.0
8239496,8224,165306,1698964709.0
30324,1411,272948,1698964709.0
11056,13698,1911180,1698964709.0
1464626,68,1440,1698964709.0
1769322,26,605,1698964709.0
3546766,165,9066,1698964709.0
132173,225,936,1698964709.0
101427,161,1547,1698964784.0
8117,2296,566835,1698964784.0
11813143,8677,140541,1698964784.0
2539,12647,251890,1698964784.0
18728254,161,6865,1698964784.0
8602,9723,284997,1698964784.0
127645,47,10115,1698964784.0
13242175,451,105691,1698964784.0
71938771,89,9764,1698964784.0
66285508,6,1504,1698964784.0
1767159,26,279,1698964784.0
76719929,115,7441,1698964784.0
51888,4864,39880,1698964784.0
1247220,533,81829,1698964784.0
395737,58,429,1698964784.0
95724,705,9999,1698964784.0
6925,4095,62982,1698964784.0
20299330,114,30940,1698964784.0
9223,2180,26901,1698964859.0
4292,26306,825910,1698964859.0
8851,1676,4375,1698964859.0
2210400,365,7431,1698964859.0
142571,356,35062,1698964859.0
2488755,15,5915,1698964859.0
3711368,711,3542,1698964859.0
3626,131063,615574,1698964859.0
4026714,364,1471,1698964859.0
2584489,457,1883,1698964859.0
40787265,437,1389,1698964859.0
15291295,177,1033,1698964859.0
15637586,358,731,1698964859.0
9225358,5243,28146,1698964859.0
3041808,305,1967,1698964859.0
64746507,339,1094,1698964859.0
2464624,2799,63340,1698964859.0
2548094,454,2910,1698964859.0
22523,22533,841508,1698964935.0
8736,3487,1140773,1698964935.0
890145,1885,221257,1698964935.0
16388,3119,472552,1698964935.0
18212428,17,8427,1698964935.0
26072,761,24688,1698964935.0
68732318,51,608,1698964935.0
17082,1102,16055,1698964935.0
1313100,92,73456,1698964935.0
146658,23,47767,1698964935.0
11506900,660,30477,1698964935.0
52642826,142,694,1698964935.0
16157996,143,583,1698964935.0
65907467,136,502,1698964935.0
64746547,249,1739,1698964935.0
1921089,418,2749,1698964935.0
2584457,371,1722,1698964935.0
2541700,630,4494,1698964935.0
36769,1617,4714,1698964935.0
56186959,0,15,1698993921.0
12250,2605,33139,1698993921.0
1020406,9,396,1698993921.0
6979,26245,400204,1698993921.0
74887981,73,936,1698993921.0
15541977,10,20,1698993921.0
35450259,5,27,1698993921.0
11777418,2410,20997,1698993921.0
3328993,8,86,1698993921.0
3211056,25,336,1698993921.0
57281,603,14041,1698993921.0
21500,805,5549,1698993921.0
65506658,35,1493,1698993921.0
7585929,21,4019,1698993921.0
27127,1247,37333,1698993921.0
21667,863,9822,1698993921.0
43558,95,4526,1698993921.0
1814987,1163,13668,1698993921.0
68006050,4,1206,1698993921.0
1293156,30,1123,1698993921.0
1123,205045,2305788,1698993921.0
65329026,73,2325,1698993995.0
7413,8069,87060,1698993995.0
70477,1087,23153,1698993995.0
97446387,0,228,1698993995.0
14394049,53,2195,1698993995.0
11229,4869,673921,1698993995.0
10516529,106,12623,1698993995.0
157340,13290,230465,1698993995.0
3087544,686,137501,1698993995.0
9288287,91,13789,1698993995.0
3698299,82,2954,1698993995.0
3542816,93,3018,1698994068.0
10888222,7,1064,1698994068.0
90503587,37,1825,1698994068.0
30086,14529,989323,1698994068.0
157301,8211,143506,1698994068.0
7972561,160,7471,1698994068.0
233054,184,11730,1698994068.0
6812740,36,205,1698994068.0
2689946,248,167005,1698994068.0
234406,118,5496,1698994068.0
81326,14,9973,1698994068.0
248184,763,120656,1698994068.0
95313,400,154596,1698994068.0
2235,71693,1921601,1698994068.0
82485916,36935,20613,1698994068.0
522154,277,6259,1698994068.0
827183,602,533789,1698994068.0
91161815,22,434,1698994068.0
76549112,265,9246,1698994068.0
1002985,107,2303,1698994068.0
1394281,193,9627,1698994068.0
61534,129,38469,1698994142.0
890145,1897,221369,1698994142.0
3066202,624,6907,1698994142.0
62570725,38,204,1698994142.0
6088,5069,305812,1698994142.0
13203,2108,17876,1698994142.0
9901130,306,55334,1698994142.0
2833783,16,4941,1698994142.0
10126963,375,389960,1698994142.0
3589,82231,481414,1698994142.0
4000332,502,5380,1698994142.0
2269862,64,36098,1698994142.0
14467750,312,62783,1698994142.0
464757,93,562,1698994142.0
16206919,13,218,1698994142.0
15988015,65,137,1698994142.0
2786526,24,347,1698994142.0
71477,79,4135,1698994142.0
15228,2066,596567,1698994142.0
71331180,15,639,1698994142.0
76959853,87,349,1698994216.0
42125858,152,42570,1698994216.0
68879101,11,121,1698994216.0
88289095,2562,213480,1698994216.0
2549116,39,1933,1698994216.0
64670,340,34680,1698994216.0
226965,622,415483,1698994216.0
122000,24,29115,1698994216.0
82360137,10,1154,1698994216.0
6470711,15,6194,1698994216.0
34237,2441,9321,1698994216.0
4477251,790,2916,1698994216.0
14100,136,85554,1698994216.0
40654823,109,855,1698994216.0
335297,1635,75004,1698994216.0
35654512,8,178,1698994216.0
14613869,3351,32261,1698994216.0
30111003,10,2839,1698994216.0
13391879,93,34948,1698994216.0
2922575,542,53523,1698994216.0
77133,172,24601,1698994216.0
51701268,466,140857,1698994216.0
3575377,125,1113,1698994289.0
164008,26238,807585,1698994289.0
91743578,13,996,1698994289.0
4859145,8,151,1698994289.0
45593,345,27892,1698994289.0
45975,77,4939,1698994289.0
4433,3361,596389,1698994289.0
11631453,11,961,1698994289.0
2870989,304,240963,1698994289.0
96124306,0,26,1698994289.0
1496128,181,2678,1698994289.0
80295,220,2306,1698994289.0
145109,84,507,1698994289.0
27342,65,18898,1698994289.0
1051620,60,12897,1698994289.0
19226705,3,40,1698994289.0
2010441,3,1509,1698994363.0
45346,367,239926,1698994363.0
11712226,20,1001,1698994363.0
3496582,85,11107,1698994363.0
9485258,12,21,1698994363.0
33242739,30095,3580452,1698994363.0
1656268,1561,121499,1698994363.0
3482968,361,3644,1698994363.0
1137735,190,10816,1698994363.0
366351,28,30342,1698994363.0
11056,13787,1912151,1698994363.0
81083368,3,16,1698994363.0
6651490,12,342,1698994363.0
142571,351,35079,1698994437.0
41771,259,49356,1698994437.0
90404800,39,3293,1698994437.0
2235392,789,22968,1698994437.0
93807615,1,344,1698994437.0
2367127,21,16058,1698994437.0
1028,200654,9098120,1698994437.0
63096644,20,840,1698994437.0
71578,176,10142,1698994437.0
1681,29381,2676871,1698994437.0
228071,299,14449,1698994437.0
2662,798,7277,1698994437.0
395901,737,14250,1698994437.0
11810449,15990,27478,1698994437.0
166286,1056,29659,1698994437.0
64738928,1428,194877,1698994437.0
167902,1097,98669,1698994437.0
6234,4205,33033,1698994437.0
327513,2304,22959,1698994437.0
50170,1137,7770,1698994511.0
9225358,5257,28154,1698994511.0
24372,1968,8819,1698994511.0
11282314,643,3800,1698994511.0
2584472,327,1635,1698994511.0
165697,9948,330917,1698994511.0
79458773,198,2930,1698994511.0
3626,131437,615734,1698994511.0
3143932,299,1686,1698994511.0
64761959,31,380,1698994511.0
3549,17827,1108589,1698994511.0
18303,3673,18733,1698994511.0
6732937,39,393,1698994511.0
31827,3123,20847,1698994511.0
16000406,177,1119,1698994511.0
64760944,173,1122,1698994511.0
29961,296,3148,1698994511.0
16750,4977,320680,1698994511.0
1603,66676,2607839,1698994511.0
2842641,747,3753,1698994511.0
2548112,296,1486,1698994511.0
3936609,568,1695,1698994585.0
55975765,60,466,1698994585.0
16257321,461,3259,1698994585.0
79418643,109,1024,1698994585.0
79424234,52,898,1698994585.0
3450,23143,340936,1698994585.0
6643679,98,1811,1698994585.0
18860134,2781,2117046,1698994585.0
1034009,704,5572,1698994585.0
12842,3489,35824,1698994658.0
35571114,601,11027,1698994658.0
2445746,322,44499,1698994658.0
166732,9285,86937,1698994658.0
6846,3711,148370,1698994658.0
27249903,1300,57619,1698994658.0
24832,1265,5813,1698994658.0
10478,1108,22448,1698994658.0
70553,550,6208,1698994731.0
10066,2178,49524,1698994731.0
139348,169,19571,1698994731.0
21377,4706,117200,1698994731.0
5553,26905,579250,1698994731.0
1497977,4263,30723,1698994731.0
1357658,506,3803,1698994731.0
278057,314,4744,1698994731.0
13079,3249,30177,1698994731.0
166751,2511,14240,1698994731.0
4255,16958,163640,1698994731.0
25856,5043,62050,1698994731.0
3460,36046,147464,1698994804.0
545086,746,6090,1698994804.0
6913,30694,109940,1698994804.0
10408914,1207,20971,1698994804.0
9652,6862,194129,1698994804.0
4128,145342,671036,1698994804.0
78461596,98,6769,1698994804.0
581027,5230,107569,1698994804.0
76127808,38,1245,1698994804.0
212307,899,43368,1698994804.0
581824,4075,53456,1698994804.0
2620735,22713,334443,1698994804.0
2432,13774,503984,1698994804.0
165029,10603,66578,1698994804.0
515401,2256,244981,1698994804.0
104996,2100,25605,1698994804.0
9585,20826,586457,1698994804.0
14255,972,40083,1698994877.0
2394593,4409,28424,1698994877.0
164006,16774,193274,1698994877.0
9643,6728,70696,1698994877.0
884316,24299,439890,1698994877.0
3724,18260,1204018,1698994877.0
13798,2302,53770,1698994877.0
86041588,844,67024,1698994877.0
455780,4455,73660,1698994877.0
12890,7020,73880,1698994877.0
27717,1330,21221,1698994877.0
29579,1440,10331,1698994877.0
212139,4561,49168,1698994877.0
239366,19,24355,1698994877.0
3980,5728,132629,1698994877.0
64639449,3426,55098,1698994950.0
8031,26160,200254,1698994950.0
3569,2884,47289,1698994950.0
2654,1967,38079,1698994950.0
72483,7624,94064,1698994950.0
163883,31195,1382624,1698994950.0
14140,11200,835723,1698994950.0
580089,1024,16092,1698994950.0
16092067,126,1103,1698994950.0
1275882,4176,32841,1698994950.0
163842,3305,267055,1698994950.0
2430668,36631,558248,1698994950.0
72416,4717,190050,1698994950.0
75621179,547,20303,1698995781.0
10854676,2924,41563,1698995781.0
347410,3710,42720,1698995781.0
5175,5446,225012,1698995781.0
2709,20733,352809,1698995781.0
11760648,601,3365,1698995781.0
166714,20659,292408,1698995781.0
9812,2602,38243,1698995781.0
42221,5913,117627,1698995781.0
16733,7762,93219,1698995781.0
1115,109420,3337576,1698995781.0
10388943,121,24995,1698995781.0
73600,4636,34188,1698995781.0
7923,1479,29241,1698995781.0
26630,3168,165241,1698995781.0
145495,1835,19873,1698995781.0
3432,36949,268492,1698995781.0
33282143,122,34840,1698995781.0
13920,1974,24628,1698995854.0
3745206,61,7170,1698995854.0
1742506,536,147100,1698995854.0
61631,4621,24671,1698995854.0
9479,2387,34394,1698995854.0
12965,2718,22025,1698995854.0
3681,33867,874075,1698995854.0
4872230,3588,96001,1698995854.0
20009,9537,216190,1698995854.0
1866670,854,43546,1698995854.0
10514713,238,18723,1698995854.0
5305550,205,3911,1698995927.0
17483,1046,21555,1698995927.0
9286,6335,55938,1698995927.0
209610,4231,113240,1698995927.0
53252,3956,50190,1698995927.0
10001,13828,153878,1698995927.0
53193,486,19971,1698995927.0
5471,5269,135446,1698995927.0
1258341,1424,13820,1698995927.0
5107,13223,275259,1698995927.0
79089195,205,11953,1698995927.0
71550138,308,3872,1698996004.0
3690,26044,539224,1698996004.0
9240,8528,252227,1698996004.0
166967,1040,24011,1698996004.0
1074444,3457,21256,1698996004.0
33266522,679,36755,1698996004.0
2476,6051,84803,1698996004.0
5242206,3848,15118,1698996004.0
27752,958,12588,1698996004.0
22091,342,6895,1698996004.0
4810482,145,8509,1698996004.0
79560,4151,25604,1698996004.0
10150635,1146,14227,1698996004.0
36831,982,27727,1698996004.0
1684870,463,8113,1698996004.0
86001745,5092,334684,1698996082.0
2715849,186,8311,1698996082.0
24385,1137,13376,1698996082.0
8366,8016,115020,1698996082.0
28154,847,117839,1698996082.0
19355,1684,12952,1698996082.0
71910,430,22367,1698996082.0
17283,2506,56272,1698996082.0
3748,54402,3445477,1698996082.0
573243,1062,29052,1698996154.0
2413695,284,9517,1698996154.0
8356,12917,372468,1698996154.0
166753,4377,169129,1698996154.0
9210946,1505,22276,1698996154.0
16940,10416,206983,1698996154.0
28209,7816,65406,1698996154.0
72092703,49178,1949441,1698996154.0
19637,7155,53665,1698996154.0
163188,8444,58512,1698996154.0
22003,1077,46910,1698996154.0
425698,204,39712,1698996154.0
61677,2923,449548,1698996154.0
166486,14972,100491,1698996154.0
33125878,122,41761,1698996154.0
72516576,1791,33385,1698996228.0
24282,924,23595,1698996228.0
71880744,80,770,1698996228.0
35135,189,78447,1698996228.0
10584497,784,24980,1698996228.0
2780388,1163,30682,1698996228.0
51586112,5,3441,1698996228.0
598816,234,18795,1698996228.0
10619184,41,1395,1698996228.0
65040307,694,3174,1698996228.0
58964,791,18325,1698996228.0
33204227,37,18676,1698996228.0
65909538,44,10367,1698996228.0
5619,13639,322024,1698996228.0
2652881,212,3017,1698996228.0
2986,3265,73726,1698996228.0
85162,296,8167,1698996228.0
36704,1234,57094,1698996228.0
86639237,65,25982,1698996228.0
2301992,4970,247387,1698996228.0
861057,217,4002,1698996228.0
2738049,1041,16977,1698996228.0
9324,5036,52044,1698996228.0
19150,1597,35249,1698996302.0
22561,926,10488,1698996302.0
5273577,263,7250,1698996302.0
165441,6472,44428,1698996302.0
1326119,134,4015,1698996302.0
76528869,87,947,1698996302.0
166658,11675,198843,1698996302.0
10533439,530,62875,1698996302.0
163139,2258,92719,1698996302.0
2396274,147,3129,1698996302.0
508963,4750,78413,1698996302.0
49135,14538,58828,1698996302.0
166837,11252,116145,1698996302.0
3269,60152,1554312,1698996302.0
93710,259,16727,1698996302.0
106879,378,11301,1698996302.0
73024,239,8018,1698996302.0
70875,221,13067,1698996302.0
91586253,40888,27419,1698996302.0
474854,175,2569,1698996302.0
11741315,75,548,1698996302.0
80030090,12869,144246,1698996302.0
137971,136,11843,1698996375.0
1210252,563,11404,1698996375.0
23189,859,31993,1698996375.0
630847,323,5599,1698996375.0
22132,2764,21126,1698996375.0
283314,242,1255,1698996375.0
120240,2408,44241,1698996375.0
54846,2506,38085,1698996375.0
8070,1304,14394,1698996375.0
7027,6145,168434,1698996375.0
12785,377,9963,1698996375.0
111826,247,10657,1698996375.0
1043057,162,916,1698996375.0
2685223,2549,113386,1698996375.0
279205,561,26725,1698996375.0
14311,292,26738,1698996375.0
92634982,2254,148374,1698996375.0
1781229,806,4828,1698996375.0
39673,1686,35129,1698996375.0
540808,1811,44314,1698996375.0
14571,5403,62261,1698996375.0
3502356,1002,78897,1698996375.0
68507071,8,64,1699036547.0
3621518,23,725,1699036547.0
4023316,50,166,1699036547.0
15325856,5,28,1699036547.0
14553450,37,4482,1699036547.0
103816,576,7263,1699036547.0
3342169,327,33539,1699036547.0
1768072,46,2488,1699036547.0
9477161,14,2267,1699036547.0
1785051,41,1694,1699036547.0
1654555,47,2563,1699036547.0
3479676,59,63160,1699036547.0
2470060,144,21697,1699036547.0
68584649,228,3866,1699036547.0
62954,70,41702,1699036547.0
5352294,185,61646,1699036547.0
72124299,4,18728,1699036547.0
1507941,693,10538,1699036547.0
35521293,77,2177,1699036547.0
15703147,9,21,1699036547.0
33264,1560,41633,1699036547.0
577665,53,2681,1699036622.0
70577413,0,0,1699036622.0
488281,641,308278,1699036622.0
79383535,21618,1798390,1699036622.0
74714346,23,6161,1699036622.0
70041103,8,1676,1699036622.0
31203494,23,6287,1699036622.0
316322,39,25377,1699036622.0
16561,2149,35434,1699036622.0
4097,12043,375853,1699036622.0
4787,13130,1341975,1699036622.0
64738928,1429,194894,1699036622.0
54318627,18,239,1699036622.0
2753017,3,8333,1699036622.0
164920,2835,84448,1699036622.0
98613770,3,1975,1699036622.0
2738070,74,3147,1699036622.0
26124,100,17228,1699036622.0
969396,463,51751,1699036622.0
18068781,40,328,1699036622.0
7602005,57,10997,1699036622.0
80976980,36,23488,1699036622.0
2680000,2017,83826,1699036622.0
71281108,12,1298,1699036696.0
11241935,38,64010,1699036696.0
149293,114,16933,1699036696.0
1104359,80105,6789208,1699036696.0
117882,57,12767,1699036696.0
9192846,7,198,1699036696.0
214557,68,1300,1699036696.0
686641,13,2577,1699036696.0
2439106,12,265,1699036696.0
18240504,57,11436,1699036696.0
69681813,47,342,1699036696.0
1025072,589,9659,1699036696.0
10868830,75,2815,1699036696.0
12158,226,61296,1699036696.0
3141681,11,5136,1699036696.0
112948,143,478072,1699036696.0
11625,535,7019,1699036696.0
1253502,983,3193,1699036771.0
1121961,173,29624,1699036771.0
204715,99,12036,1699036771.0
1353,577923,13573410,1699036771.0
6575603,117,188238,1699036771.0
3856146,2,14606,1699036771.0
63123,783,12845,1699036771.0
17953,103,40695,1699036771.0
18476,2108,870719,1699036771.0
11056,13801,1913690,1699036771.0
162315,13877,1113608,1699036771.0
742712,205,1712,1699036771.0
13423341,277,309470,1699036771.0
153742,634,20762,1699036771.0
16995,2083,53463,1699036771.0
14352,750,444206,1699036771.0
746802,299,3629,1699036771.0
31226,181,19089,1699036771.0
1016896,25,458,1699036853.0
163641,220,11206,1699036853.0
81878,3998,52049,1699036853.0
84796147,10,2466,1699036853.0
1814987,1162,13669,1699036853.0
60360,500,55528,1699036853.0
74924126,63,808,1699036853.0
261933,215,44686,1699036853.0
4617091,20,203,1699036853.0
3561671,59,1292,1699036853.0
3779159,81,78813,1699036853.0
80055,148,15974,1699036853.0
40875433,14,1161,1699036853.0
45346,366,236212,1699036853.0
127047,51,66434,1699036853.0
906401,616,45699,1699036853.0
3626487,62,37744,1699036853.0
21784,190,113957,1699036853.0
11486554,7,74,1699036929.0
11133123,918,123836,1699036929.0
71519554,265,4627,1699036929.0
37573759,88,28912,1699036929.0
68636379,8,2205,1699036929.0
47475,168,59148,1699036929.0
58289,304,9254,1699036929.0
24999259,95,559,1699036929.0
40807457,12,9629,1699036929.0
2381,109171,440766,1699036929.0
1841,87630,1686910,1699036929.0
3565351,220,12882,1699036929.0
1681,29389,2677886,1699036929.0
57878686,4,2,1699036929.0
11054,4653,169629,1699036929.0
7260,1219,216412,1699036929.0
827183,600,534131,1699036929.0
416904,100,37092,1699036929.0
76160451,14,1138,1699037005.0
2012779,134,116864,1699037005.0
154217,40,7383,1699037005.0
938659,18581,258345,1699037005.0
101320,147,30620,1699037005.0
10075319,131,48056,1699037005.0
5235,13020,2217749,1699037005.0
14613869,3355,32278,1699037005.0
65130,237,8185,1699037005.0
2901787,202,182533,1699037005.0
47024,26,84227,1699037005.0
24354,244,7505,1699037005.0
81345793,9,121,1699037005.0
1774799,44,2816,1699037005.0
5154,7160,321207,1699037005.0
27283627,67,4301,1699037005.0
34511,3255,52919,1699037005.0
75056372,107,48366,1699037005.0
923933,69,4014,1699037005.0
1392476,34,173,1699037005.0
444704,72,283,1699037005.0
9089,8047,451980,1699037005.0
11692984,181,93075,1699037081.0
3321,19638,444012,1699037081.0
28631800,3011,40680,1699037081.0
4818454,40,1311,1699037081.0
266428,329,2084,1699037081.0
10469647,249,50741,1699037081.0
52199182,90,54099,1699037081.0
3598340,65,8262,1699037081.0
75261,320,22510,1699037081.0
6560564,42,927,1699037081.0
51664810,346,26247,1699037081.0
27200450,27,219,1699037081.0
138828,30,12047,1699037081.0
4277365,41,1106,1699037081.0
16224085,183,8774,1699037081.0
7257,6376,133262,1699037081.0
71043281,77,2034,1699037156.0
165299,4774,90512,1699037156.0
78631,967,9544,1699037156.0
68348958,12,123,1699037156.0
40787483,5190,84929,1699037156.0
214455,1532,31064,1699037156.0
2788204,392,87850,1699037156.0
9233757,20,13504,1699037156.0
10653666,36,6140,1699037156.0
13660588,54,4723,1699037156.0
2562128,685,90655,1699037156.0
696365,268,9374,1699037156.0
64624,326,5280,1699037156.0
29005359,5,1547,1699037156.0
12923,4408,70242,1699037156.0
162536,5109,25497,1699037156.0
407589,316,4071,1699037156.0
1028487,4503,315775,1699037156.0
217994,1371,6927,1699037156.0
72092703,49171,1950227,1699037156.0
13598631,81,5131,1699037230.0
15572330,12,54,1699037230.0
18758988,273,47879,1699037230.0
3260,21042,384706,1699037230.0
20299330,116,30736,1699037230.0
3783876,12013,223434,1699037230.0
3684,979,236369,1699037230.0
26923,1084,4169,1699037230.0
54131,140,2722,1699037230.0
1259,81253,1899517,1699037230.0
164936,7531,375592,1699037230.0
1389313,23,6150,1699037230.0
1344,128397,2580463,1699037230.0
166671,16453,368201,1699037230.0
24187,851,47051,1699037230.0
15227,1371,34108,1699037230.0
96893409,1,91,1699037230.0
14542824,95,35167,1699037230.0
35578932,3,742,1699037305.0
89506221,5,841,1699037305.0
29295266,296,12027,1699037305.0
623613,195,3307,1699037305.0
3641332,17017,47515,1699037305.0
1534,153003,801477,1699037305.0
21736,322,40638,1699037305.0
3188509,8,209,1699037305.0
165078,8365,74600,1699037305.0
410756,2177,34141,1699037305.0
2315424,18,410,1699037305.0
19231957,37,258,1699037305.0
933942,426,22848,1699037305.0
71484117,5,1872,1699037305.0
35475885,119,81573,1699037305.0
7929204,64,2762,1699037305.0
25929,186,32657,1699037305.0
31346550,132,31642,1699037305.0
1299267,2334,148389,1699037305.0
21835,6047,123854,1699037305.0
5442,13133,260713,1699037380.0
55836051,5,9,1699037380.0
