id_pekerjaan,id_perusahaan,gaji_rata-rata_perbulan,lamaran,diperbolehkan_jarak_jauh,id_industri,jumlah_karyawan,periode_pembayaran_encoded,tingkat_pengalaman_terformat_encoded,tipe_pendaftaran_encoded,skill_1_encoded,skill_2_encoded,skill_3_encoded,judul_encoded,nama_industri_encoded,nama_perusahaan_encoded,negara_encoded,jenis_pekerjaan_Contract,jenis_pekerjaan_Full-time,jenis_pekerjaan_Internship,jenis_pekerjaan_Other,jenis_pekerjaan_Part-time,jenis_pekerjaan_Temporary,jenis_pekerjaan_Volunteer,tipe_kompensasi_rp,mata_uang_rp
3757928942,462732.0,8579.166666666666,0.0,0.0,51.0,341.0,5,4,3,27,0,0,14112,14,7342,51,0,1,0,0,0,0,0,1,1
3757928939,73013724.0,14791.666666666664,1.0,1.0,43.0,358.0,5,4,3,21,22,0,15596,27,4649,51,0,1,0,0,0,0,0,1,1
3757927997,6577380.0,5075.206666666667,0.0,0.0,116.0,48.0,5,4,1,23,24,0,7907,68,2199,51,0,1,0,0,0,0,0,1,1
3757927994,1312785.0,5750.0,0.0,0.0,68.0,1253.0,5,1,1,31,0,0,1268,31,9430,51,0,1,0,0,0,0,0,1,1
3757927991,90486854.0,13333.333333333334,0.0,0.0,14.0,0.0,5,3,1,31,0,0,7210,33,10406,1,0,1,0,0,0,0,0,1,1
3757927987,82556159.0,4750.0,0.0,1.0,31.0,3.0,5,2,1,21,22,0,14759,32,5966,51,0,1,0,0,0,0,0,1,1
3757927968,73013724.0,14791.666666666664,0.0,1.0,43.0,358.0,5,4,3,21,22,0,15596,27,4649,51,0,1,0,0,0,0,0,1,1
3757927965,0.0,7810.833333333334,2.0,0.0,15.0,0.0,5,4,3,14,0,0,16936,55,9593,53,0,1,0,0,0,0,0,1,1
3757927949,73013724.0,14791.666666666664,0.0,1.0,43.0,358.0,5,4,3,21,22,0,15596,27,4649,51,0,1,0,0,0,0,0,1,1
3757927940,73013724.0,14791.666666666664,0.0,1.0,43.0,358.0,5,4,3,21,22,0,15596,27,4649,51,0,1,0,0,0,0,0,1,1
3757927939,91313799.0,10864.583333333334,1.0,0.0,4.0,863.0,5,4,3,30,24,23,9333,64,8415,51,0,1,0,0,0,0,0,1,1
3757927855,73013724.0,14791.666666666664,0.0,1.0,43.0,358.0,5,4,3,21,22,0,15596,27,4649,51,0,1,0,0,0,0,0,1,1
3757927838,73013724.0,14791.666666666664,0.0,1.0,43.0,358.0,5,4,3,21,22,0,15596,27,4649,51,0,1,0,0,0,0,0,1,1
3757927797,73013724.0,14791.666666666664,0.0,1.0,43.0,358.0,5,4,3,21,22,0,15596,27,4649,51,0,1,0,0,0,0,0,1,1
3757924571,115364.0,4791.666666666667,1.0,0.0,69.0,661.0,5,2,1,14,0,0,7372,23,2593,51,0,1,0,0,0,0,0,1,1
3757924400,73013724.0,14791.666666666664,0.0,1.0,43.0,358.0,5,4,3,21,22,0,15596,27,4649,51,0,1,0,0,0,0,0,1,1
