id_pekerjaan,id_perusahaan,gaji_rata-rata_perbulan,lamaran,diperbolehkan_jarak_jauh,id_industri,jumlah_karyawan,periode_pembayaran_encoded,tingkat_pengalaman_terformat_encoded,tipe_pendaftaran_encoded,skill_1_encoded,skill_2_encoded,skill_3_encoded,judul_encoded,nama_industri_encoded,nama_perusahaan_encoded,negara_encoded,jenis_pekerjaan_Contract,jenis_pekerjaan_Full-time,jenis_pekerjaan_Internship,jenis_pekerjaan_Other,jenis_pekerjaan_Part-time,jenis_pekerjaan_Temporary,jenis_pekerjaan_Volunteer,tipe_kompensasi_rp,mata_uang_rp
3757921424,86969238,3828.0,0,False,14,21,2,2,1,23,24,36,9004,33,3011,51,0,1,0,0,0,0,0,1,1
3757921377,290915,3464.5600000000004,0,False,14,2195,2,2,1,23,24,36,8067,33,9221,51,0,1,0,0,0,0,0,1,1
3757921239,100253070,6250.0,0,True,44,0,2,4,3,21,23,36,19483,57,5706,51,0,0,0,0,1,0,0,1,1
3757921195,2608659,0.0,12,True,100,20,1,2,1,17,18,36,11489,52,6570,51,0,0,0,0,0,0,1,1,1
3757921082,2031248,6556.0,0,False,14,1101,2,4,1,31,36,36,14418,33,7096,51,0,0,0,0,1,0,0,1,1
3757921025,27412,8750.0,0,False,43,1461,5,2,1,20,21,36,19254,27,7959,51,0,1,0,0,0,0,0,1,1
3757921023,80226,3784.0,0,False,32,4854,2,4,1,23,24,36,17395,60,1864,51,0,1,0,0,0,0,0,1,1
3757921004,53258410,6250.0,2,False,44,5,5,4,2,35,36,36,6350,57,9645,51,0,1,0,0,0,0,0,1,1
3757921000,112768,14583.333333333334,3,False,12,341,5,4,3,23,24,36,18100,9,2274,51,0,1,0,0,0,0,0,1,1
3757920617,54350022,6875.0,4,True,137,7,5,4,2,27,34,36,7179,34,4757,25,0,1,0,0,0,0,0,1,1
3757920484,86969238,4136.0,0,False,14,21,2,2,1,28,36,36,8086,33,3011,51,0,1,0,0,0,0,0,1,1
3757920253,3807788,10868.5,0,False,14,2348,4,2,1,31,36,36,374,33,1620,51,0,1,0,0,0,0,0,1,1
3757920135,11568,8750.0,0,False,43,18914,5,2,1,22,21,36,8219,27,6105,51,0,1,0,0,0,0,0,1,1
3757920116,27185258,5632.0,0,False,28,2256,2,4,1,23,24,36,1297,24,1318,51,0,0,0,0,1,0,0,1,1
3757920029,1811868,8208.333333333334,12,True,43,14290,5,4,1,13,36,36,74,27,3283,51,0,1,0,0,0,0,0,1,1
3757919585,73013724,14791.666666666664,0,True,43,358,5,4,3,21,22,36,15596,27,4649,51,0,1,0,0,0,0,0,1,1
3757919581,2238,7291.666666666667,0,False,23,25512,5,4,3,20,34,8,8250,28,2522,19,0,1,0,0,0,0,0,1,1
3757919581,2238,7291.666666666667,0,False,47,25512,5,4,3,20,34,8,8250,1,2522,19,0,1,0,0,0,0,0,1,1
3757919574,29622,7916.666666666667,1,False,31,263,5,2,3,26,20,21,15553,32,3613,51,0,1,0,0,0,0,0,1,1
3757919557,501073,4791.666666666667,0,False,69,815,2,4,1,17,18,36,2311,23,7521,51,0,0,0,0,1,0,0,1,1
3757919554,1595517,7500.0,0,False,104,89,5,4,1,31,36,36,20300,65,7125,20,0,1,0,0,0,0,0,1,1
3757919520,213591,6041.666666666667,0,False,80,51,5,6,1,16,21,36,5009,2,9063,51,0,1,0,0,0,0,0,1,1
3757919512,26358624,7500.0,12,True,48,5,5,4,3,13,36,36,4128,18,6350,19,0,1,0,0,0,0,0,1,1
3757919512,26358624,7500.0,12,True,104,5,5,4,3,13,36,36,4128,65,6350,19,0,1,0,0,0,0,0,1,1
3757919294,164414,5103.12,0,False,14,25512,2,4,1,31,36,36,18781,33,4585,51,0,1,0,0,0,0,0,1,1
3757919274,32478,5822.916666666667,1,False,23,8016,5,4,1,23,24,36,13176,28,8166,51,0,1,0,0,0,0,0,1,1
3757919239,6487,6778.64,0,False,14,25512,5,4,1,30,20,36,15141,33,2498,51,0,1,0,0,0,0,0,1,1
3757919233,26168,7062.5,0,False,53,2917,5,6,1,21,22,36,16394,51,2736,51,0,1,0,0,0,0,0,1,1
3757919233,26168,3647.6,0,False,27,2917,2,6,1,21,22,36,16394,61,2736,51,0,1,0,0,0,0,0,1,1
3757919233,26168,8750.0,0,False,43,2917,5,6,1,21,22,36,16394,27,2736,51,0,1,0,0,0,0,0,1,1
3757919228,98594686,10864.583333333334,12,False,4,1,5,4,3,34,36,36,7780,64,778,51,0,1,0,0,0,0,0,1,1
3757919225,2031248,6556.0,0,False,14,1101,2,4,1,31,36,36,14488,33,7096,51,0,0,0,0,1,0,0,1,1
