id_pekerjaan,id_perusahaan,gaji_rata-rata_perbulan,lamaran,diperbolehkan_jarak_jauh,id_industri,jumlah_karyawan,periode_pembayaran_encoded,tingkat_pengalaman_terformat_encoded,tipe_pendaftaran_encoded,skill_1_enconded,skill_2_encoded,skill_3_encoded,judul_encoded,nama_perusahaan_encoded,negara_encoded,jenis_pekerjaan_Contract,jenis_pekerjaan_Full-time,jenis_pekerjaan_Internship,jenis_pekerjaan_Other,jenis_pekerjaan_Part-time,jenis_pekerjaan_Temporary,jenis_pekerjaan_Volunteer,tipe_kompensasi_rp,mata_uang_rp,nama_industri_encoded
3757468594,88652973.0,5500.0,18.0,1.0,47.0,10.0,2,3,3,20,30,36,554,4043,51,0,0,0,0,1,0,0,1,1,1
3757487603,5403271.0,3696.0,0.0,0.0,47.0,62.0,2,3,3,30,36,36,2208,3144,51,0,1,0,0,0,0,0,1,1,1
3757496046,777243.0,7708.333333333333,27.0,0.0,47.0,329.0,5,3,3,35,19,20,6794,788,51,0,1,0,0,0,0,0,1,1,1
3694115040,1038.0,7500.0,0.0,0.0,47.0,84960.0,5,4,1,34,36,36,11641,2581,42,0,1,0,0,0,0,0,1,1,1
3757474401,16198955.0,7500.0,0.0,0.0,47.0,306.0,2,2,3,30,26,35,12739,386,51,1,0,0,0,0,0,0,1,1,1
3755575762,4872007.0,6875.0,6.0,0.0,47.0,144.0,5,3,3,30,20,36,18261,853,51,0,1,0,0,0,0,0,1,1,1
3757450575,777243.0,7500.0,0.0,0.0,47.0,329.0,5,3,3,30,36,36,17137,788,51,0,1,0,0,0,0,0,1,1,1
3701362655,5507.0,7683.166666666667,4.0,1.0,47.0,8996.0,5,4,1,30,20,36,1820,2374,51,0,1,0,0,0,0,0,1,1,1
3757461838,1215629.0,8020.833333333333,2.0,0.0,47.0,490.0,5,4,3,30,36,36,16119,842,51,0,1,0,0,0,0,0,1,1,1
3693056081,89866895.0,3696.0,1.0,0.0,47.0,10.0,2,2,3,21,26,11,5,3632,51,0,1,0,0,0,0,0,1,1,1
3757791152,5507.0,7500.0,0.0,0.0,47.0,8996.0,5,4,1,30,20,36,8747,2374,51,0,1,0,0,0,0,0,1,1,1
