id_pekerjaan,id_perusahaan,gaji_rata-rata_perbulan,lamaran,diperbolehkan_jarak_jauh,id_industri,jumlah_karyawan,periode_pembayaran_encoded,tingkat_pengalaman_terformat_encoded,tipe_pendaftaran_encoded,singkatan_kemampuanencoded,judul_encoded,nama_perusahaan_encoded,negara_encoded,jenis_pekerjaan_terformat_encoded,tipe_kompensasi_rp,mata_uang_rp,nama_industri_encoded
3757706574,2881662,9218.75,5,False,96,6,5,4,3,34,16432,372,48,2,1,1,24
3757706574,2881662,9218.75,5,False,96,6,5,4,3,29,16432,372,48,2,1,1,24
3757706175,2632918,5416.666666666667,4,False,96,1330,5,3,1,26,8796,5475,48,2,1,1,24
3757706175,2632918,5416.666666666667,4,False,96,1330,5,3,1,34,8796,5475,48,2,1,1,24
3757706175,2632918,5416.666666666667,4,False,96,1330,5,3,1,29,8796,5475,48,2,1,1,24
3757706140,1452948,9218.75,6,False,96,471,5,4,3,27,14279,9049,48,2,1,1,24
3757706140,1452948,9218.75,6,False,96,471,5,4,3,34,14279,9049,48,2,1,1,24
3757705900,1683442,9218.75,0,True,96,324,2,4,3,34,12783,4869,48,1,1,1,24
3757705900,1683442,9218.75,0,True,96,324,2,4,3,27,12783,4869,48,1,1,1,24
3757705713,2803589,9218.75,1,True,96,643,5,4,1,16,4662,8111,15,2,1,1,24
3757705713,2803589,9218.75,1,True,96,643,5,4,1,21,4662,8111,15,2,1,1,24
3757704700,890145,9218.75,1,False,96,1897,2,4,3,34,2295,8819,48,1,1,1,24
3757704399,2668040,9218.75,3,False,96,64,2,4,3,34,10846,4203,48,1,1,1,24
3757703819,2985733,5720.0,3,False,96,835,2,4,3,2,7545,308,48,1,1,1,24
3757703819,2985733,5720.0,3,False,96,835,2,4,3,24,7545,308,48,1,1,1,24
3757703643,2543692,9240.0,15,True,96,121,2,4,3,34,17949,2239,48,1,1,1,24
3757703602,79383535,3256.0,15,True,96,21617,2,3,3,34,16197,401,1,1,1,1,24
3757703535,1941146,9218.75,1,False,96,258,5,4,3,34,6271,7745,48,4,1,1,24
3757702702,15798900,6160.0,7,True,96,459,2,3,3,29,7808,1123,48,1,1,1,24
3757702702,15798900,6160.0,7,True,96,459,2,3,3,7,7808,1123,48,1,1,1,24
3757702702,15798900,6160.0,7,True,96,459,2,3,3,18,7808,1123,48,1,1,1,24
3757702598,79383535,9218.75,15,True,96,21617,2,4,3,15,12193,401,1,1,1,1,24
3757702598,79383535,9218.75,15,True,96,21617,2,4,3,16,12193,401,1,1,1,1,24
3757700865,2543692,9240.0,8,True,96,121,2,4,3,34,17955,2239,48,1,1,1,24
3757700865,2543692,9240.0,8,True,96,121,2,4,3,19,17955,2239,48,1,1,1,24
3757700865,2543692,9240.0,8,True,96,121,2,4,3,5,17955,2239,48,1,1,1,24
3757499964,14392471,10912.0,3,False,96,407,2,4,3,10,7925,1497,48,1,1,1,24
3757499964,14392471,10912.0,3,False,96,407,2,4,3,34,7925,1497,48,1,1,1,24
3757499908,20089,2948.0,13,True,96,5658,2,3,1,26,13262,2130,48,2,1,1,24
3757499758,2935380,9218.75,1,True,96,87,2,4,3,34,5815,7487,48,1,1,1,24
3757499134,29952,9218.75,1,False,96,126,5,3,3,20,580,8082,48,2,1,1,24
3757499134,29952,9218.75,1,False,96,126,5,3,3,19,580,8082,48,2,1,1,24
3757499134,29952,9218.75,1,False,96,126,5,3,3,35,580,8082,48,2,1,1,24
3757498290,76324405,9218.75,4,False,96,38,2,4,3,34,10866,299,48,1,1,1,24
3757498231,7963,9218.75,0,False,96,7343,5,4,1,4,3210,3977,48,2,1,1,24
3757498231,7963,9218.75,0,False,96,7343,5,4,1,29,3210,3977,48,2,1,1,24
3757498231,7963,9218.75,0,False,96,7343,5,4,1,31,3210,3977,48,2,1,1,24
3757498216,3185,14884.375,2,False,96,26799,5,4,1,27,5114,7168,48,2,1,1,24
3757498216,3185,14884.375,2,False,96,26799,5,4,1,34,5114,7168,48,2,1,1,24
3757498154,21279,9240.0,4,False,96,206,2,4,3,10,6316,7874,48,1,1,1,24
3757498154,21279,9240.0,4,False,96,206,2,4,3,15,6316,7874,48,1,1,1,24
3757498154,21279,9240.0,4,False,96,206,2,4,3,20,6316,7874,48,1,1,1,24
3757497255,2219,9218.75,0,False,96,26799,5,2,1,23,9789,4419,48,2,1,1,24
3757497255,2219,9218.75,0,False,96,26799,5,2,1,24,9789,4419,48,2,1,1,24
3757497179,2219,9218.75,0,False,96,26799,5,2,1,31,2496,4419,48,2,1,1,24
3757497012,67257604,9218.75,0,False,96,46,2,4,3,7,14337,8838,48,1,1,1,24
3757496768,165602,11250.0,11,True,96,2656,5,4,3,34,8398,6564,48,1,1,1,24
3757496475,75650,9218.75,4,True,96,169,5,3,1,26,14766,4229,9,2,1,1,24
3757496475,75650,9218.75,4,True,96,169,5,3,1,10,14766,4229,9,2,1,1,24
3757496475,75650,9218.75,4,True,96,169,5,3,1,25,14766,4229,9,2,1,1,24
3757496316,3778671,8333.333333333334,2,False,96,208,5,4,3,27,5440,35,48,2,1,1,24
3757496316,3778671,8333.333333333334,2,False,96,208,5,4,3,34,5440,35,48,2,1,1,24
3757496316,3778671,8333.333333333334,2,False,96,208,5,4,3,29,5440,35,48,2,1,1,24
3757496150,6609,5625.0,0,False,96,1924,5,2,1,27,17392,150,48,2,1,1,24
3757496150,6609,5625.0,0,False,96,1924,5,2,1,34,17392,150,48,2,1,1,24
3757495969,11009726,9218.75,0,False,96,100,5,4,1,34,15020,6901,48,2,1,1,24
3757495857,3185,12250.0,12,False,96,26799,5,4,1,27,16487,7168,48,2,1,1,24
3757495857,3185,12250.0,12,False,96,26799,5,4,1,34,16487,7168,48,2,1,1,24
3757495735,3185,9493.75,8,False,96,26799,5,4,1,27,16524,7168,48,2,1,1,24
3757495735,3185,9493.75,8,False,96,26799,5,4,1,34,16524,7168,48,2,1,1,24
3757495593,14460237,14884.375,15,True,96,108,2,4,3,34,15149,4361,48,1,1,1,24
3757495593,14460237,14884.375,15,True,96,108,2,4,3,20,15149,4361,48,1,1,1,24
3757495593,14460237,14884.375,15,True,96,108,2,4,3,10,15149,4361,48,1,1,1,24
3757495579,44730,3520.0,1,False,96,898,2,1,1,34,7709,4062,48,3,1,1,24
3757495339,6609,5544.0,0,False,96,1924,2,2,1,23,9835,150,48,2,1,1,24
3757495339,6609,5544.0,0,False,96,1924,2,2,1,24,9835,150,48,2,1,1,24
3757495128,133512,9218.75,1,False,96,366,5,4,2,34,4179,4587,48,2,1,1,24
3757495127,2973906,13839.583333333334,0,False,96,26799,5,4,1,34,12615,4751,48,2,1,1,24
3757495120,2973906,5170.833333333333,0,False,96,26799,5,2,1,27,17176,4751,48,2,1,1,24
3757495120,2973906,5170.833333333333,0,False,96,26799,5,2,1,34,17176,4751,48,2,1,1,24
3757495119,2973906,8820.833333333334,3,False,96,26799,5,4,1,23,15816,4751,48,2,1,1,24
3757495119,2973906,8820.833333333334,3,False,96,26799,5,4,1,24,15816,4751,48,2,1,1,24
3757495116,2973906,7756.25,0,False,96,26799,5,2,1,34,8988,4751,48,2,1,1,24
3757494784,3185,14884.375,0,False,96,26799,5,4,1,12,11999,7168,48,2,1,1,24
3757494784,3185,14884.375,0,False,96,26799,5,4,1,19,11999,7168,48,2,1,1,24
3757494784,3185,14884.375,0,False,96,26799,5,4,1,34,11999,7168,48,2,1,1,24
3757494558,56445,9218.75,9,False,96,163,2,4,3,34,5292,5853,48,1,1,1,24
3757494390,2973906,3650.0,1,False,96,26799,5,2,1,13,7552,4751,48,2,1,1,24
3757494156,1933028,9218.75,5,False,96,149,2,2,3,27,18619,7318,48,1,1,1,24
3757494156,1933028,9218.75,5,False,96,149,2,2,3,34,18619,7318,48,1,1,1,24
3757494141,2973906,14884.375,4,True,96,26799,5,4,1,27,4161,4751,48,2,1,1,24
3757494141,2973906,14884.375,4,True,96,26799,5,4,1,34,4161,4751,48,2,1,1,24
3757494070,90453774,9218.75,15,True,96,4,2,4,3,34,15261,9483,48,1,1,1,24
3757494017,10127,7465.037916666667,14,True,96,3416,5,4,1,21,452,6948,48,2,1,1,24
3757494017,10127,7465.037916666667,14,True,96,3416,5,4,1,22,452,6948,48,2,1,1,24
3757493758,7963,5456.0,0,False,96,7343,2,4,1,12,7420,3977,48,2,1,1,24
3757493758,7963,5456.0,0,False,96,7343,2,4,1,19,7420,3977,48,2,1,1,24
3757493758,7963,5456.0,0,False,96,7343,2,4,1,34,7420,3977,48,2,1,1,24
3757493698,2219,9218.75,1,False,96,26799,5,4,1,10,17880,4419,48,2,1,1,24
3757493698,2219,9218.75,1,False,96,26799,5,4,1,34,17880,4419,48,2,1,1,24
3757493645,44730,3520.0,2,False,96,898,2,1,1,34,7709,4062,48,3,1,1,24
3757493511,21279,10120.0,15,False,96,206,2,4,3,34,12437,7874,48,1,1,1,24
3757493511,21279,10120.0,15,False,96,206,2,4,3,23,12437,7874,48,1,1,1,24
3757493261,1933028,9218.75,3,False,96,149,2,2,3,27,7885,7318,48,1,1,1,24
3757493261,1933028,9218.75,3,False,96,149,2,2,3,34,7885,7318,48,1,1,1,24
3757493253,164182,9218.75,15,False,96,26602,5,4,3,12,2266,3774,27,2,1,1,24
3757493253,164182,9218.75,15,False,96,26602,5,4,3,19,2266,3774,27,2,1,1,24
3757493253,164182,9218.75,15,False,96,26602,5,4,3,34,2266,3774,27,2,1,1,24
3757493222,2973906,9218.75,1,False,96,26799,5,2,1,27,6250,4751,48,2,1,1,24
3757493222,2973906,9218.75,1,False,96,26799,5,2,1,34,6250,4751,48,2,1,1,24
3757493189,2973906,7376.041666666667,0,False,96,26799,5,2,1,23,14208,4751,48,2,1,1,24
3757493189,2973906,7376.041666666667,0,False,96,26799,5,2,1,24,14208,4751,48,2,1,1,24
3757493170,2973906,14884.375,0,False,96,26799,5,4,1,28,16821,4751,48,2,1,1,24
3757493168,2973906,9218.75,0,False,96,26799,5,4,1,34,15291,4751,48,2,1,1,24
3757493152,1850810,9218.75,0,False,96,245,5,4,2,34,409,923,48,2,1,1,24
3757493145,4787,9218.75,1,False,96,13133,5,4,1,28,5122,613,48,2,1,1,24
3757492846,44730,3520.0,2,False,96,898,2,1,1,34,7709,4062,48,3,1,1,24
3757492609,3185,14884.375,4,False,96,26799,5,4,1,15,16178,7168,48,2,1,1,24
3757492609,3185,14884.375,4,False,96,26799,5,4,1,16,16178,7168,48,2,1,1,24
3757492449,6609,11666.666666666666,0,False,96,1924,5,4,1,16,15996,150,48,2,1,1,24
3757492449,6609,11666.666666666666,0,False,96,1924,5,4,1,21,15996,150,48,2,1,1,24
3757492185,2973906,11406.25,2,False,96,26799,5,2,1,34,4146,4751,48,2,1,1,24
3757492179,2973906,7756.25,0,False,96,26799,5,4,1,28,8082,4751,48,2,1,1,24
3757492179,2973906,7756.25,0,False,96,26799,5,4,1,34,8082,4751,48,2,1,1,24
3757492179,2973906,7756.25,0,False,96,26799,5,4,1,23,8082,4751,48,2,1,1,24
3757492178,2973906,14884.375,2,True,96,26799,5,4,1,22,4340,4751,48,2,1,1,24
3757492178,2973906,14884.375,2,True,96,26799,5,4,1,21,4340,4751,48,2,1,1,24
3757492177,2973906,9125.0,8,False,96,26799,5,2,1,27,16432,4751,48,2,1,1,24
3757492177,2973906,9125.0,8,False,96,26799,5,2,1,34,16432,4751,48,2,1,1,24
3757492033,20773,9218.75,15,True,96,1864,5,3,1,34,12820,1428,48,2,1,1,24
3757492033,20773,9218.75,15,True,96,1864,5,3,1,7,12820,1428,48,2,1,1,24
3757491996,1005782,9218.75,6,True,96,173,5,4,2,34,462,6756,9,2,1,1,24
3757491971,21279,12320.0,11,False,96,206,2,4,3,10,1853,7874,48,1,1,1,24
3757491971,21279,12320.0,11,False,96,206,2,4,3,34,1853,7874,48,1,1,1,24
3757491920,86730975,9218.75,0,False,96,1962,5,4,1,16,15457,3341,48,2,1,1,24
3757491920,86730975,9218.75,0,False,96,1962,5,4,1,21,15457,3341,48,2,1,1,24
3757491915,890145,9218.75,0,False,96,1897,5,4,2,34,5268,8819,48,2,1,1,24
3757491847,21279,10120.0,9,False,96,206,2,4,3,10,3537,7874,48,1,1,1,24
3757491847,21279,10120.0,9,False,96,206,2,4,3,15,3537,7874,48,1,1,1,24
3757491801,2193,9218.75,0,False,96,3843,5,4,1,21,452,1509,48,2,1,1,24
3757491801,2193,9218.75,0,False,96,3843,5,4,1,22,452,1509,48,2,1,1,24
3757491661,46648,9218.75,9,False,96,501,2,4,2,34,7727,3946,19,1,1,1,24
3757491265,4787,9218.75,0,False,96,13133,5,2,1,34,1892,613,48,2,1,1,24
3757491214,2973906,7376.041666666667,0,False,96,26799,5,2,1,23,14208,4751,48,2,1,1,24
3757491214,2973906,7376.041666666667,0,False,96,26799,5,2,1,24,14208,4751,48,2,1,1,24
3757491190,2973906,5475.0,2,False,96,26799,5,2,1,23,1517,4751,48,2,1,1,24
3757491190,2973906,5475.0,2,False,96,26799,5,2,1,24,1517,4751,48,2,1,1,24
3757491175,4787,9218.75,5,False,96,13133,5,2,1,27,8268,613,48,2,1,1,24
3757491175,4787,9218.75,5,False,96,13133,5,2,1,34,8268,613,48,2,1,1,24
3757490919,21784,11458.333333333334,4,False,96,190,5,4,3,34,14718,5159,48,2,1,1,24
3757490911,22167,11941.083333333334,7,False,96,501,5,4,3,34,4367,3949,48,2,1,1,24
3757490782,2973906,9885.416666666666,0,False,96,26799,5,4,1,20,8653,4751,48,2,1,1,24
3757490782,2973906,9885.416666666666,0,False,96,26799,5,4,1,21,8653,4751,48,2,1,1,24
3757490736,164361,9218.75,0,False,96,17352,5,4,3,27,6063,2240,27,2,1,1,24
3757490736,164361,9218.75,0,False,96,17352,5,4,3,34,6063,2240,27,2,1,1,24
3757490706,2973906,11406.25,0,False,96,26799,5,4,1,23,15411,4751,48,2,1,1,24
3757490706,2973906,11406.25,0,False,96,26799,5,4,1,24,15411,4751,48,2,1,1,24
3757490654,2973906,9218.75,0,False,96,26799,5,2,1,34,4531,4751,48,2,1,1,24
3757490646,2973906,9125.0,2,False,96,26799,5,2,1,27,8281,4751,48,2,1,1,24
3757490646,2973906,9125.0,2,False,96,26799,5,2,1,34,8281,4751,48,2,1,1,24
3757490562,18487,8750.0,0,False,96,3102,5,4,1,30,17741,2679,48,2,1,1,24
3757490562,18487,8750.0,0,False,96,3102,5,4,1,20,17741,2679,48,2,1,1,24
3757490466,5215226,14884.375,1,False,96,7,5,4,1,27,19384,8677,48,2,1,1,24
3757490466,5215226,14884.375,1,False,96,7,5,4,1,34,19384,8677,48,2,1,1,24
3757490384,2627812,9218.75,15,True,96,618,2,4,3,34,17083,1898,48,1,1,1,24
3757490201,18043,9791.666666666666,13,False,96,1907,5,4,3,34,5464,301,48,2,1,1,24
3757490096,3779159,9218.75,15,True,96,81,2,4,3,34,16756,4047,48,1,1,1,24
3757489954,2973906,9218.75,7,False,96,26799,5,5,1,28,18827,4751,48,2,1,1,24
3757489951,80666453,9218.75,0,False,96,24,2,4,3,34,10340,6183,48,1,1,1,24
3757489734,2973906,5475.0,0,False,96,26799,5,2,1,27,17352,4751,48,2,1,1,24
3757489734,2973906,5475.0,0,False,96,26799,5,2,1,34,17352,4751,48,2,1,1,24
3757489701,2973906,9218.75,1,False,96,26799,5,2,1,27,12483,4751,48,2,1,1,24
3757489701,2973906,9218.75,1,False,96,26799,5,2,1,34,12483,4751,48,2,1,1,24
3757489699,2973906,9125.0,9,False,96,26799,5,2,1,27,8281,4751,48,2,1,1,24
3757489699,2973906,9125.0,9,False,96,26799,5,2,1,34,8281,4751,48,2,1,1,24
3757489284,25985,9218.75,6,False,96,1099,2,4,3,34,7037,5828,48,1,1,1,24
3757489280,79383535,7916.666666666667,1,False,96,21617,5,4,3,30,14985,401,1,2,1,1,24
3757489280,79383535,7916.666666666667,1,False,96,21617,5,4,3,20,14985,401,1,2,1,1,24
3757488894,2973906,6387.5,1,False,96,26799,5,2,1,27,6208,4751,48,2,1,1,24
3757488894,2973906,6387.5,1,False,96,26799,5,2,1,34,6208,4751,48,2,1,1,24
3757488878,2973906,4638.541666666667,0,False,96,26799,5,4,1,7,6042,4751,48,2,1,1,24
3757488704,2673722,9218.75,0,False,96,72,2,4,3,22,2864,2245,48,1,1,1,24
3757488704,2673722,9218.75,0,False,96,72,2,4,3,21,2864,2245,48,1,1,1,24
3757488498,96074441,9218.75,15,False,96,5,2,4,3,34,7946,5460,48,1,1,1,24
3757487814,91196210,9218.75,0,False,96,10,2,4,3,27,14314,7016,48,1,1,1,24
3757487814,91196210,9218.75,0,False,96,10,2,4,3,34,14314,7016,48,1,1,1,24
3757487704,10804254,9218.75,0,False,96,360,5,4,2,34,9832,567,48,2,1,1,24
3757487365,1028156,9218.75,0,False,96,304,2,4,2,27,277,3825,48,1,1,1,24
3757487365,1028156,9218.75,0,False,96,304,2,4,2,34,277,3825,48,1,1,1,24
3757487058,1658,9218.75,0,False,96,15460,5,4,1,31,2132,1192,48,2,1,1,24
3757486869,3538,5833.333333333333,10,False,96,3595,5,3,3,34,5884,1441,48,2,1,1,24
3757486869,3538,5833.333333333333,10,False,96,3595,5,3,3,5,5884,1441,48,2,1,1,24
3757486869,3538,5833.333333333333,10,False,96,3595,5,3,3,23,5884,1441,48,2,1,1,24
3757486857,85561,9218.75,0,False,96,400,5,3,3,10,12442,8030,48,2,1,1,24
3757486857,85561,9218.75,0,False,96,400,5,3,3,35,12442,8030,48,2,1,1,24
3757486659,971542,7083.333333333333,2,True,96,160,5,4,1,18,17197,2549,48,2,1,1,24
3757486659,971542,7083.333333333333,2,True,96,160,5,4,1,34,17197,2549,48,2,1,1,24
3757486337,30117,9218.75,1,True,96,62,2,4,3,13,7543,7099,48,1,1,1,24
3757486337,30117,9218.75,1,True,96,62,2,4,3,35,7543,7099,48,1,1,1,24
3757486337,30117,9218.75,1,True,96,62,2,4,3,27,7543,7099,48,1,1,1,24
3757486042,18451765,13541.666666666666,15,True,96,21,5,6,1,23,4951,6888,48,2,1,1,24
3757486042,18451765,13541.666666666666,15,True,96,21,5,6,1,34,4951,6888,48,2,1,1,24
3757486042,18451765,13541.666666666666,15,True,96,21,5,6,1,26,4951,6888,48,2,1,1,24
3757485980,85561,9218.75,1,False,96,400,5,3,3,10,12517,8030,48,2,1,1,24
3757485980,85561,9218.75,1,False,96,400,5,3,3,5,12517,8030,48,2,1,1,24
3757485914,245238,9218.75,5,False,96,222,2,4,3,27,897,8378,48,1,1,1,24
3757485914,245238,9218.75,5,False,96,222,2,4,3,34,897,8378,48,1,1,1,24
3757485830,971542,7083.333333333333,2,True,96,160,5,4,1,18,17667,2549,48,2,1,1,24
3757485830,971542,7083.333333333333,2,True,96,160,5,4,1,34,17667,2549,48,2,1,1,24
3757485693,1891806,9218.75,2,False,96,79,5,4,3,7,7108,8698,48,2,1,1,24
3757485453,226965,9218.75,8,True,96,623,5,6,3,21,18901,5612,48,2,1,1,24
3757485453,226965,9218.75,8,True,96,623,5,6,3,22,18901,5612,48,2,1,1,24
3757485453,226965,9218.75,8,True,96,623,5,6,3,29,18901,5612,48,2,1,1,24
3757485222,6382239,9218.75,12,True,96,219,5,4,3,27,4240,9047,48,2,1,1,24
3757485222,6382239,9218.75,12,True,96,219,5,4,3,34,4240,9047,48,2,1,1,24
3757485055,67155308,7366.666666666667,15,True,96,8234,5,4,1,27,15964,3276,48,2,1,1,24
3757485055,67155308,7366.666666666667,15,True,96,8234,5,4,1,34,15964,3276,48,2,1,1,24
3757484905,14628022,9218.75,1,True,96,362,2,4,3,27,10688,7414,48,1,1,1,24
3757484905,14628022,9218.75,1,True,96,362,2,4,3,34,10688,7414,48,1,1,1,24
3757484762,1933028,9218.75,15,False,96,149,2,2,3,27,10448,7318,48,1,1,1,24
3757484762,1933028,9218.75,15,False,96,149,2,2,3,34,10448,7318,48,1,1,1,24
3757484671,88634456,13125.0,15,False,96,10,5,4,3,34,7272,4072,48,2,1,1,24
3757484219,34484,7040.0,0,False,96,522,2,4,3,27,5224,335,48,1,1,1,24
3757484219,34484,7040.0,0,False,96,522,2,4,3,34,5224,335,48,1,1,1,24
3757482883,106383,9218.75,1,False,96,205,2,4,3,34,35,7137,48,1,1,1,24
3757482232,281801,9240.0,15,True,96,13,2,4,3,10,9,1952,48,2,1,1,24
3757482232,281801,9240.0,15,True,96,13,2,4,3,34,9,1952,48,2,1,1,24
3757482149,201351,9218.75,8,False,96,11139,5,4,3,27,1836,3613,48,2,1,1,24
3757482149,201351,9218.75,8,False,96,11139,5,4,3,34,1836,3613,48,2,1,1,24
3757481753,48467,9218.75,1,False,96,123,5,4,3,34,3578,1533,48,2,1,1,24
3757481689,98795204,9218.75,15,False,96,1,5,4,1,27,9217,2485,1,2,1,1,24
3757481689,98795204,9218.75,15,False,96,1,5,4,1,34,9217,2485,1,2,1,1,24
3757481638,79383535,11880.0,10,False,96,21617,2,4,3,34,17078,401,1,1,1,1,24
3757480612,17882634,1150.0,15,True,96,6,4,4,3,27,11006,1187,48,2,1,1,24
3757480612,17882634,1150.0,15,True,96,6,4,4,3,34,11006,1187,48,2,1,1,24
3757479969,71350,8360.0,2,False,96,1506,2,4,3,34,16845,7078,48,1,1,1,24
3757479910,5352294,9218.75,0,False,96,185,2,3,3,27,5130,6700,48,1,1,1,24
3757479910,5352294,9218.75,0,False,96,185,2,3,3,34,5130,6700,48,1,1,1,24
3757479664,890145,9218.75,15,False,96,1897,2,4,2,34,1923,8819,48,1,1,1,24
3757478645,2680000,9218.75,15,True,96,2018,2,4,3,27,16439,248,48,1,1,1,24
3757478645,2680000,9218.75,15,True,96,2018,2,4,3,34,16439,248,48,1,1,1,24
3757478233,64274685,3784.0,1,False,96,117,2,3,3,34,18152,643,48,2,1,1,24
3757478233,64274685,3784.0,1,False,96,117,2,3,3,26,18152,643,48,2,1,1,24
3757477530,43325,5016.0,0,False,96,799,2,4,2,26,7773,7504,48,1,1,1,24
3757477530,43325,5016.0,0,False,96,799,2,4,2,34,7773,7504,48,1,1,1,24
3757475907,13880,6875.0,15,False,96,1478,5,3,1,34,7930,946,48,2,1,1,24
3757475907,13880,6875.0,15,False,96,1478,5,3,1,14,7930,946,48,2,1,1,24
3757475818,2640665,9218.75,3,False,96,43,2,4,3,10,2875,859,48,1,1,1,24
3757475818,2640665,9218.75,3,False,96,43,2,4,3,34,2875,859,48,1,1,1,24
3757474050,2922575,9218.75,0,False,96,542,2,3,3,32,9841,2395,48,1,1,1,24
3757474050,2922575,9218.75,0,False,96,542,2,3,3,33,9841,2395,48,1,1,1,24
3757474050,2922575,9218.75,0,False,96,542,2,3,3,34,9841,2395,48,1,1,1,24
3757474026,2579911,5720.0,7,False,96,248,2,2,2,34,1549,7092,48,1,1,1,24
3757473867,1394857,6458.333333333333,15,False,96,166,5,3,3,27,16433,7303,48,1,1,1,24
3757473867,1394857,6458.333333333333,15,False,96,166,5,3,3,34,16433,7303,48,1,1,1,24
3757473481,2627812,9218.75,0,False,96,618,2,4,3,14,6605,1898,48,1,1,1,24
3757473058,51100,9218.75,0,False,96,189,2,4,3,34,7780,545,48,1,1,1,24
3757473041,51100,9218.75,0,False,96,189,2,4,3,34,7781,545,48,1,1,1,24
3757472730,5352294,9218.75,7,True,96,185,2,4,3,34,13116,6700,48,1,1,1,24
3757472729,95073063,9218.75,0,True,96,69,5,4,3,34,4217,8478,1,2,1,1,24
3757472729,95073063,9218.75,0,True,96,69,5,4,3,19,4217,8478,1,2,1,1,24
3757472729,95073063,9218.75,0,True,96,69,5,4,3,28,4217,8478,1,2,1,1,24
3757472322,7027,13958.333333333334,6,False,96,6154,5,4,1,27,15292,1885,48,2,1,1,24
3757472322,7027,13958.333333333334,6,False,96,6154,5,4,1,34,15292,1885,48,2,1,1,24
3757472317,2736308,9218.75,15,True,96,444,2,4,3,34,6670,191,48,1,1,1,24
3757472300,7027,9218.75,0,False,96,6154,5,6,1,22,13334,1885,48,2,1,1,24
3757472300,7027,9218.75,0,False,96,6154,5,6,1,21,13334,1885,48,2,1,1,24
3757471496,21537,9218.75,2,False,96,101,2,2,3,31,10709,8370,48,1,1,1,24
3757471411,2300,9218.75,0,False,96,26799,5,4,1,21,9552,5015,48,2,1,1,24
3757471411,2300,9218.75,0,False,96,26799,5,4,1,22,9552,5015,48,2,1,1,24
3757471229,3749364,9218.75,15,True,96,47,2,4,3,34,4263,3384,48,1,1,1,24
3757471208,3042775,8624.0,15,True,96,601,2,4,3,34,18785,5367,48,5,1,1,24
3757471098,63730,6269.477083333334,1,False,96,1262,5,4,1,28,2059,1910,48,2,1,1,24
3757470913,64274685,3784.0,1,False,96,117,2,3,3,34,18152,643,48,2,1,1,24
3757470913,64274685,3784.0,1,False,96,117,2,3,3,26,18152,643,48,2,1,1,24
3757470595,79383535,12144.0,15,True,96,21617,2,4,3,19,12739,401,1,1,1,1,24
3757470595,79383535,12144.0,15,True,96,21617,2,4,3,26,12739,401,1,1,1,1,24
3757470595,79383535,12144.0,15,True,96,21617,2,4,3,34,12739,401,1,1,1,1,24
3757469592,79369032,9218.75,15,False,96,10,2,4,1,27,15515,3396,48,1,1,1,24
3757469592,79369032,9218.75,15,False,96,10,2,4,1,34,15515,3396,48,1,1,1,24
3757469479,15228,9218.75,3,False,96,2063,2,4,3,27,985,2278,48,1,1,1,24
3757469479,15228,9218.75,3,False,96,2063,2,4,3,34,985,2278,48,1,1,1,24
3757469209,14392471,9166.666666666666,0,True,96,407,5,4,3,27,13118,1497,48,2,1,1,24
3757469209,14392471,9166.666666666666,0,True,96,407,5,4,3,34,13118,1497,48,2,1,1,24
3757469156,1020987,12083.333333333334,1,False,96,1883,5,4,1,27,19383,5702,48,2,1,1,24
3757469156,1020987,12083.333333333334,1,False,96,1883,5,4,1,34,19383,5702,48,2,1,1,24
3757469023,16198010,9218.75,15,False,96,26799,5,4,3,21,10423,2308,48,2,1,1,24
3757469023,16198010,9218.75,15,False,96,26799,5,4,3,22,10423,2308,48,2,1,1,24
3757469023,16198010,9218.75,15,False,96,26799,5,4,3,34,10423,2308,48,2,1,1,24
3757468604,48257,7128.0,2,False,96,892,2,3,2,34,1701,208,48,2,1,1,24
3757468604,48257,7128.0,2,False,96,892,2,3,2,27,1701,208,48,2,1,1,24
3757468604,48257,7128.0,2,False,96,892,2,3,2,32,1701,208,48,2,1,1,24
3757468209,21784,12320.0,6,True,96,190,2,4,3,34,7787,5159,48,1,1,1,24
3757468186,3031290,12320.0,0,False,96,71,2,4,3,34,14295,134,48,1,1,1,24
3757468087,963739,9218.75,1,False,96,104,2,4,3,34,13684,6839,48,1,1,1,24
3757468087,963739,9218.75,1,False,96,104,2,4,3,27,13684,6839,48,1,1,1,24
3757467648,25773,9218.75,10,True,96,252,5,4,3,34,2338,1320,48,2,1,1,24
3757467606,10980260,9218.75,0,False,96,116,2,4,3,34,16688,710,48,1,1,1,24
3757466588,1199482,9218.75,15,False,96,290,5,4,3,34,16915,4451,48,2,1,1,24
3757466580,1683442,9218.75,0,False,96,324,2,4,3,34,1778,4869,48,1,1,1,24
3757466580,1683442,9218.75,0,False,96,324,2,4,3,27,1778,4869,48,1,1,1,24
3757466580,1683442,9218.75,0,False,96,324,2,4,3,28,1778,4869,48,1,1,1,24
3757465896,1850810,9218.75,0,False,96,245,5,4,3,34,14189,923,48,2,1,1,24
3757465700,63730,3625.6,0,False,96,1262,2,2,1,28,5486,1910,48,2,1,1,24
3757465459,2736308,9218.75,15,True,96,444,2,4,3,31,6658,191,48,1,1,1,24
3757465459,2736308,9218.75,15,True,96,444,2,4,3,26,6658,191,48,1,1,1,24
3757465290,10279077,9218.75,3,False,96,47,5,3,3,23,10870,178,48,2,1,1,24
3757463960,35549829,14884.375,2,False,96,26,5,6,3,27,15328,6847,48,2,1,1,24
