id_pekerjaan,id_perusahaan,gaji_rata-rata_perbulan,lamaran,diperbolehkan_jarak_jauh,id_industri,jumlah_karyawan,periode_pembayaran_encoded,tingkat_pengalaman_terformat_encoded,tipe_pendaftaran_encoded,singkatan_kemampuanencoded,judul_encoded,nama_perusahaan_encoded,negara_encoded,jenis_pekerjaan_terformat_encoded,tipe_kompensasi_rp,mata_uang_rp,nama_industri_encoded
3748843966,15988015,7625.0,0,False,69,65,5,2,3,23,16625,4277,48,2,1,1,14
3748843966,15988015,7625.0,0,False,69,65,5,2,3,5,16625,4277,48,2,1,1,14
3742636071,15325856,8360.0,0,False,69,5,2,2,3,31,16625,6106,48,5,1,1,14
3701323447,485407,4791.666666666667,0,False,69,3060,5,2,3,17,8749,8247,48,2,1,1,14
3701323447,485407,4791.666666666667,0,False,69,3060,5,2,3,18,8749,8247,48,2,1,1,14
3701317055,18779256,6041.666666666667,15,False,69,14,5,2,2,17,4390,7477,48,2,1,1,14
3701317055,18779256,6041.666666666667,15,False,69,14,5,2,2,18,4390,7477,48,2,1,1,14
3701304934,3599257,8801.465,5,False,69,3762,4,2,3,17,17779,1345,48,2,1,1,14
3701304934,3599257,8801.465,5,False,69,3762,4,2,3,35,17779,1345,48,2,1,1,14
3701304934,3599257,8801.465,5,False,69,3762,4,2,3,26,17779,1345,48,2,1,1,14
3701301665,3335447,3750.0,15,True,69,7,5,3,3,26,6337,20,48,2,1,1,14
3701300731,90552133,4791.666666666667,15,True,69,98,5,2,1,21,14477,2602,48,2,1,1,14
3701300731,90552133,4791.666666666667,15,True,69,98,5,2,1,22,14477,2602,48,2,1,1,14
3701150877,15437343,4791.666666666667,10,False,69,49,5,2,2,17,16572,4961,48,2,1,1,14
3701150877,15437343,4791.666666666667,10,False,69,49,5,2,2,18,16572,4961,48,2,1,1,14
3699410871,2933,4583.333333333333,3,False,69,6407,5,2,1,32,12141,5176,48,2,1,1,14
3699406898,15473,4791.666666666667,0,False,69,7826,5,2,1,17,4378,4721,48,2,1,1,14
3699406898,15473,4791.666666666667,0,False,69,7826,5,2,1,18,4378,4721,48,2,1,1,14
3699097852,2667419,4791.666666666667,4,False,69,105,5,2,2,17,3044,7638,48,2,1,1,14
3699097852,2667419,4791.666666666667,4,False,69,105,5,2,2,18,3044,7638,48,2,1,1,14
3697381410,2933,8125.0,15,False,69,6407,5,2,1,15,12181,5176,48,2,1,1,14
3697376514,12570,4791.666666666667,0,False,69,4778,2,2,1,17,14730,7274,48,5,1,1,14
3697376514,12570,4791.666666666667,0,False,69,4778,2,2,1,18,14730,7274,48,5,1,1,14
3694108245,18021555,4791.666666666667,3,True,69,48,2,2,3,17,425,7413,48,5,1,1,14
3694105227,3279188,4791.666666666667,15,True,69,7,5,2,2,10,12517,9420,48,2,1,1,14
3694105227,3279188,4791.666666666667,15,True,69,7,5,2,2,34,12517,9420,48,2,1,1,14
3694102394,1216721,4791.666666666667,1,False,69,7517,5,2,1,17,9814,3204,48,2,1,1,14
3694102394,1216721,4791.666666666667,1,False,69,7517,5,2,1,18,9814,3204,48,2,1,1,14
3693598164,2137,2904.0,0,False,69,26799,2,2,1,28,18112,6234,19,5,1,1,14
3693597660,1466837,4583.333333333333,0,False,69,379,5,2,1,17,2982,1787,48,2,1,1,14
3693597660,1466837,4583.333333333333,0,False,69,379,5,2,1,18,2982,1787,48,2,1,1,14
3693591031,45975,12500.0,2,False,69,77,5,4,1,19,15052,596,48,2,1,1,14
3693591031,45975,12500.0,2,False,69,77,5,4,1,10,15052,596,48,2,1,1,14
3693591031,45975,12500.0,2,False,69,77,5,4,1,12,15052,596,48,2,1,1,14
3693587566,28629,12525.5,0,False,69,3719,5,6,1,17,5966,7240,48,2,1,1,14
3693587566,28629,12525.5,0,False,69,3719,5,6,1,35,5966,7240,48,2,1,1,14
3693587566,28629,12525.5,0,False,69,3719,5,6,1,28,5966,7240,48,2,1,1,14
3693074117,78701221,3872.0,0,True,69,13,2,2,3,16,4659,34,48,3,1,1,14
3693074117,78701221,3872.0,0,True,69,13,2,2,3,21,4659,34,48,3,1,1,14
3693072064,493046,4791.666666666667,1,False,69,749,5,2,1,28,12340,6754,48,2,1,1,14
3693067516,2819944,12083.333333333334,15,True,69,200,5,6,1,21,4940,7241,48,2,1,1,14
3693067516,2819944,12083.333333333334,15,True,69,200,5,6,1,5,4940,7241,48,2,1,1,14
3693055365,64666,4791.666666666667,1,False,69,331,5,2,1,17,16572,5895,48,2,1,1,14
3693054085,10593599,11250.0,3,False,69,85,5,6,3,30,3768,8492,48,2,1,1,14
3693054085,10593599,11250.0,3,False,69,85,5,6,3,20,3768,8492,48,2,1,1,14
3693054085,10593599,11250.0,3,False,69,85,5,6,3,17,3768,8492,48,2,1,1,14
3693051951,26432,3344.0,0,False,69,812,2,2,1,35,663,4816,48,2,1,1,14
3693051523,8847,4791.666666666667,1,False,69,3232,5,4,1,17,7242,2405,48,2,1,1,14
3693051523,8847,4791.666666666667,1,False,69,3232,5,4,1,18,7242,2405,48,2,1,1,14
3693050149,15250950,4791.666666666667,9,False,69,46,5,2,3,17,7405,5244,48,2,1,1,14
3693050149,15250950,4791.666666666667,9,False,69,46,5,2,3,18,7405,5244,48,2,1,1,14
3693048801,8847,2808.96,2,False,69,3232,2,2,1,28,3043,2405,48,5,1,1,14
3693046967,1681,11000.0,15,False,69,26799,2,4,3,34,17604,6937,48,2,1,1,14
3693046793,47238,4791.666666666667,0,False,69,764,5,2,1,13,7563,5743,48,2,1,1,14
3693046511,956827,4666.666666666667,1,False,69,7,5,3,3,17,730,8896,48,2,1,1,14
3693046511,956827,4666.666666666667,1,False,69,7,5,3,3,21,730,8896,48,2,1,1,14
3693045305,61397771,3520.0,2,False,69,5,2,2,3,17,11901,1131,48,5,1,1,14
3693045305,61397771,3520.0,2,False,69,5,2,2,3,18,11901,1131,48,5,1,1,14
3693044540,15956153,3041.6666666666665,3,False,69,13,5,2,3,17,8700,4720,48,2,1,1,14
3693044540,15956153,3041.6666666666665,3,False,69,13,5,2,3,18,8700,4720,48,2,1,1,14
3693043655,27057164,14884.375,15,False,69,19,5,6,3,1,4751,8878,48,2,1,1,14
3693043655,27057164,14884.375,15,False,69,19,5,6,3,32,4751,8878,48,2,1,1,14
3693043655,27057164,14884.375,15,False,69,19,5,6,3,5,4751,8878,48,2,1,1,14
3693028975,47238,4791.666666666667,2,False,69,764,5,2,1,17,7563,5743,48,2,1,1,14
3691799048,10563070,4791.666666666667,1,False,69,14,2,2,3,17,10162,8779,49,6,1,1,14
3690460845,734180,4791.666666666667,15,False,69,123,5,2,3,17,17783,3356,48,2,1,1,14
3690460845,734180,4791.666666666667,15,False,69,123,5,2,3,18,17783,3356,48,2,1,1,14
3693055376,64666,4791.666666666667,1,False,69,331,5,2,1,17,16462,5895,48,2,1,1,14
3749349484,9025,4791.666666666667,0,False,69,20228,5,2,1,13,213,1824,48,2,1,1,14
3693924793,77911299,3966.94538509226,1,True,69,14,2,1,3,17,4624,68,48,3,1,1,14
3694102903,1100954,6129.671573176709,1,False,69,5445,5,3,1,21,10023,4371,48,2,1,1,14
3693050658,61206,4791.666666666667,1,False,69,416,5,2,1,17,9646,5864,48,2,1,1,14
3693050149,15250950,4791.666666666667,9,False,69,46,5,2,3,17,7405,5244,48,2,1,1,14
3692949897,10591064,10713.857827324195,2,False,69,79,4,5,3,28,4298,8515,48,2,1,1,14
3690460845,734180,4791.666666666667,15,False,69,123,5,2,3,17,17783,3356,48,2,1,1,14
3693043655,27057164,14884.375,15,False,69,19,5,6,3,1,4751,8878,48,2,1,1,14
3699406898,15473,4791.666666666667,0,False,69,7826,5,2,1,17,4378,4721,48,2,1,1,14
3757252488,75743222,4791.666666666667,13,True,69,102,5,3,2,33,6915,2360,48,2,1,1,14
3749364116,9025,4791.666666666667,0,False,69,20228,5,4,1,17,16603,1824,48,2,1,1,14
3757483869,27224,13981.972525880137,13,False,69,16603,4,5,1,12,3198,8001,48,2,1,1,14
3756135012,2343416,5716.50983707619,10,True,69,33,4,2,2,15,5648,6994,48,1,1,1,14
3757816869,501073,4791.666666666667,0,False,69,815,3,2,1,18,4070,6882,48,3,1,1,14
3755576112,47923,4791.666666666667,0,False,69,2891,5,3,1,27,14653,4111,48,2,1,1,14
3693620109,17073739,3988.5891157388946,3,True,69,31,3,2,3,17,4222,6177,48,3,1,1,14
3749354288,9025,4791.666666666667,0,False,69,20228,5,2,1,17,6930,1824,48,2,1,1,14
3748843966,15988015,7625.0,0,False,69,65,5,2,3,22,16625,4277,48,2,1,1,14
3749358958,9025,4791.666666666667,0,False,69,20228,5,3,1,15,8864,1824,48,2,1,1,14
3755453980,39975,6712.37257577751,4,False,69,3042,5,2,1,29,5281,5030,48,2,1,1,14
3693047906,49501,4791.666666666667,0,False,69,707,5,2,1,13,8732,5762,48,2,1,1,14
3701262548,492367,4791.666666666667,0,False,69,2062,5,2,2,17,7258,7640,48,2,1,1,14
3693051791,27460540,11540.108580159213,12,False,69,16,4,4,3,27,8487,7741,48,2,1,1,14
3756925799,1249150,5636.055090645489,0,False,69,1508,5,6,1,27,4905,3085,48,2,1,1,14
3693591031,45975,12500.0,2,False,69,77,5,4,1,19,15052,596,48,2,1,1,14
3749364437,9025,4791.666666666667,0,False,69,20228,5,3,1,16,13886,1824,48,2,1,1,14
3701303244,3462927,6191.006770380689,10,True,69,1821,4,2,3,30,11866,660,48,2,1,1,14
3693511069,3016240,8966.620229927114,15,True,69,117,5,4,1,17,8178,8172,48,2,1,1,14
3749350186,9025,4791.666666666667,0,False,69,20228,5,2,1,18,212,1824,48,2,1,1,14
3697377469,10688,5442.530667430537,2,False,69,5096,2,2,1,16,14232,6864,48,4,1,1,14
3757657475,71146443,5457.544253191947,15,True,69,102,2,2,3,34,8319,5210,48,4,1,1,14
3757735472,6013,7255.691290436558,1,False,69,13725,5,4,1,21,2108,6317,48,2,1,1,14
3756158335,2186983,6718.309405684711,5,True,69,48,2,2,2,16,5928,7048,48,1,1,1,14
3757617040,71483851,5343.681361807248,8,True,69,59,3,2,3,21,7553,4655,48,4,1,1,14
3755577463,55712,4791.666666666667,0,False,69,639,5,2,1,35,713,4051,48,2,1,1,14
3755880305,91680760,4791.666666666667,7,True,69,6,3,2,1,15,12663,5337,24,3,1,1,14
3699406898,15473,4791.666666666667,0,False,69,7826,5,2,1,17,4378,4721,48,2,1,1,14
3693590269,42162,12505.605013006172,1,False,69,877,5,4,1,15,13054,2056,48,2,1,1,14
3757739084,12509,6814.590980515988,0,True,69,4507,5,3,1,19,17168,7119,30,2,1,1,14
3693053996,60831,4791.666666666667,0,False,69,426,5,2,1,16,9590,5861,48,2,1,1,14
3693044540,15956153,3041.6666666666665,3,False,69,13,5,2,3,17,8700,4720,48,2,1,1,14
3757707246,317299,6231.863344123998,0,False,69,238,5,4,2,17,10089,6391,48,2,1,1,14
3757698280,70264085,5621.827520774401,15,True,69,98,2,2,3,15,8639,5976,48,5,1,1,14
3693544498,16545394,4791.666666666667,6,True,69,46,3,2,3,17,4143,6257,48,3,1,1,14
3701343060,100028,3774.393648404871,0,False,69,5060,3,2,2,17,11194,2818,48,3,1,1,14
3701306771,3318041,8269.878928789329,5,False,69,3305,3,2,3,19,15757,2229,48,1,1,1,14
3693588483,33223,12518.745681760087,0,False,69,2754,5,5,1,25,8372,5480,48,2,1,1,14
3749364927,9025,4791.666666666667,0,False,69,20228,5,3,1,16,14334,1824,48,2,1,1,14
3693087976,2869250,11802.462028668779,14,True,69,194,5,5,1,5,4978,7092,48,2,1,1,14
3701304934,3599257,8801.465,5,False,69,3762,4,2,3,26,17779,1345,48,2,1,1,14
3748843966,15988015,7625.0,0,False,69,65,5,2,3,9,16625,4277,48,2,1,1,14
3755539675,176500,4791.666666666667,4,False,69,484,5,2,2,23,3129,5275,48,2,1,1,14
3693057886,67448,5075.951754954293,1,False,69,983,5,2,1,18,16052,5585,48,2,1,1,14
3693311584,16474674,3481.0063748510333,3,True,69,21,4,2,3,17,6622,5396,48,2,1,1,14
3757875275,501073,4791.666666666667,0,False,69,815,2,3,1,18,2986,6882,48,4,1,1,14
3757485578,40912,9835.911418896407,14,False,69,7368,5,3,2,17,4243,4671,48,2,1,1,14
3693589965,40640,12507.841645169354,1,False,69,1196,5,4,1,18,12257,2639,48,2,1,1,14
3749349764,1211693,4559.697787849838,2,False,69,472,3,2,2,16,16039,3179,48,4,1,1,14
3697380354,5010,7406.266311357987,11,False,69,6055,4,2,1,15,12730,5628,48,2,1,1,14
3693065602,2172492,6745.863619194872,4,True,69,182,2,3,1,18,2203,2048,48,2,1,1,14
3693067165,2701500,11106.906132173837,13,True,69,196,4,5,1,20,4439,6291,48,2,1,1,14
3694103799,897318,8483.263152817068,1,False,69,1801,5,5,1,17,10390,6423,48,2,1,1,14
3756914830,1175739,9052.605738516642,0,False,69,2167,5,6,1,22,4954,2085,48,2,1,1,14
3756143902,2283787,6098.372963105793,8,True,69,39,3,2,2,24,5755,7014,48,1,1,1,14
3757711820,379253,5132.938855449371,0,False,69,1278,5,4,2,17,10755,7075,48,2,1,1,14
3700646278,3776894,7609.81833109277,3,False,69,2654,4,2,2,29,12816,3327,48,2,1,1,14
3744781627,15554709,8105.971261004566,0,False,69,25,3,2,3,28,16625,5473,48,3,1,1,14
3757482428,10933,13773.257280846126,14,False,69,13058,5,5,1,32,3213,7733,48,2,1,1,14
3757491066,96718,5783.453466478628,12,False,69,6039,4,2,2,13,5358,1668,48,2,1,1,14
3756953947,1099283,12617.942832005921,0,False,69,2853,4,5,1,27,5491,1044,48,2,1,1,14
3693051909,24724,3484.591901493337,0,False,69,1047,2,2,1,33,1301,4581,48,2,1,1,14
3756797898,5955,4791.666666666667,0,False,69,8282,5,2,1,17,12464,1196,48,2,1,1,14
3749387741,9025,4791.666666666667,0,False,69,20228,5,2,1,24,211,1824,48,2,1,1,14
3691828932,10563796,4945.451411534982,1,False,69,15,2,2,3,17,10009,8772,48,5,1,1,14
3693040565,54704,4791.666666666667,1,False,69,578,5,2,1,17,8676,5808,48,2,1,1,14
3756141220,2301777,5983.163891056957,9,True,69,37,3,2,2,16,5722,7008,48,1,1,1,14
3756171656,2097634,7290.499511554742,2,True,69,57,2,2,2,12,6089,7079,48,1,1,1,14
3757492718,116530,6912.698977528451,10,False,69,12825,3,2,2,13,5126,2716,48,2,1,1,14
3693067516,2819944,12083.333333333334,15,True,69,200,5,6,1,17,4940,7241,48,2,1,1,14
3757457391,3579,8854.591287733121,14,True,69,3855,2,4,2,17,10467,1633,48,1,1,1,14
3755584076,1416,4975.300817438141,0,False,69,4575,3,5,1,29,5148,6952,48,3,1,1,14
3754667793,15868,6259.118618287284,3,False,69,3275,2,2,1,16,16976,5117,48,4,1,1,14
3693058427,142058,5726.788419895197,1,False,69,2969,5,2,2,25,13616,3748,48,2,1,1,14
3755577725,43529,4791.666666666667,0,False,69,4161,5,2,1,32,1469,4144,48,2,1,1,14
3756797898,5955,4791.666666666667,0,False,69,8282,5,2,1,18,14311,1196,48,2,1,1,14
3749349199,1291161,4673.389773956517,1,False,69,724,4,2,1,16,16049,2446,48,3,1,1,14
3693587566,28629,12525.5,0,False,69,3719,5,6,1,19,5966,7240,48,2,1,1,14
3691681848,839318,4732.639163484678,8,False,69,68,5,2,3,17,9730,5972,48,2,1,1,14
3756797898,5955,4791.666666666667,0,False,69,8282,5,2,1,17,13345,1196,48,2,1,1,14
3693051579,11172,4600.189281485038,0,False,69,2911,4,3,1,19,6371,2723,48,2,1,1,14
3697378309,9035,6014.355165057499,5,False,69,5375,3,2,1,16,13795,6504,48,3,1,1,14
3700290562,11183628,7366.454009891663,0,True,69,708,2,3,3,10,11080,655,48,2,1,1,14
3693046511,956827,4666.666666666667,1,False,69,7,5,3,3,18,730,8896,48,2,1,1,14
3757466910,17733355,4766.356064493776,2,False,69,46,3,2,1,23,7202,5168,48,2,1,1,14
3693046525,958256,4670.666274829809,0,False,69,10,5,2,2,17,755,8871,48,2,1,1,14
3756178629,2050867,7590.0,1,True,69,62,2,2,2,28,6173,7096,48,1,1,1,14
3693587566,28629,12525.5,0,False,69,3719,5,6,1,28,5966,7240,48,2,1,1,14
3697377231,11157,5280.365446347816,2,False,69,5016,2,2,1,15,14356,6966,48,4,1,1,14
3757477073,17789527,4765.413514416334,1,False,69,47,3,2,1,16,5194,5243,48,2,1,1,14
3755576862,55712,4791.666666666667,0,False,69,639,5,2,1,32,7879,4051,48,2,1,1,14
3757469973,32899,7354.763770755013,14,True,69,2233,3,3,3,15,8731,1172,48,1,1,1,14
3748843966,15988015,7625.0,0,False,69,65,5,2,3,8,16625,4277,48,2,1,1,14
3749348756,9025,4791.666666666667,0,False,69,20228,5,2,1,16,209,1824,48,2,1,1,14
3749362962,9025,4791.666666666667,0,False,69,20228,5,3,1,17,12663,1824,48,2,1,1,14
3757493864,133364,10112.050221542651,7,False,69,24920,2,2,1,15,4381,5449,48,2,1,1,14
3693049786,8894,4791.666666666667,0,False,69,7721,5,4,1,19,5385,2251,48,2,1,1,14
3700410769,3840411,7183.731742253982,2,False,69,2258,4,2,2,17,11042,4035,48,2,1,1,14
3757458844,2399843,10077.714032230715,13,True,69,79,4,3,2,32,16509,3365,21,2,1,1,14
3699407798,15473,4791.666666666667,0,False,69,7826,5,2,1,18,6028,4721,48,2,1,1,14
3693051523,8847,4791.666666666667,1,False,69,3232,5,4,1,17,7242,2405,48,2,1,1,14
3757496121,157331,9238.24,6,False,69,26799,2,2,1,26,4648,4873,48,2,1,1,14
3757486904,59456,12806.785674470622,11,False,69,19129,3,4,1,20,3557,7226,48,2,1,1,14
3749349361,1208939,4555.757349558325,0,False,69,463,3,2,2,19,15528,3205,48,4,1,1,14
3755579817,1100068,4400.0,1,False,69,117,2,2,3,21,14837,4210,48,6,1,1,14
3693050706,8885,4791.666666666667,1,False,69,6940,5,3,1,18,5707,2278,48,2,1,1,14
3756631479,91367407,5740.295231089175,0,False,69,209,5,2,2,24,6904,5437,21,2,1,1,14
3749352875,9025,4791.666666666667,0,False,69,20228,5,2,1,13,3288,1824,48,2,1,1,14
3755576900,44365,4791.666666666667,0,False,69,3920,4,3,1,24,14593,4138,48,2,1,1,14
3693517503,3019088,8921.41168567024,15,True,69,116,5,4,1,26,8225,8185,48,2,1,1,14
3693723572,17274635,4158.806898650941,3,True,69,35,3,2,3,17,3417,6439,48,3,1,1,14
3749392073,9025,4791.666666666667,0,False,69,20228,5,2,1,27,214,1824,48,2,1,1,14
3757716353,440636,4044.1331527401285,0,False,69,2308,5,4,1,20,11416,7752,48,2,1,1,14
3757491021,96184,5753.016172708185,12,False,69,5856,4,2,2,13,5365,1640,48,2,1,1,14
3693050149,15250950,4791.666666666667,9,False,69,46,5,2,3,17,7405,5244,48,2,1,1,14
3693061346,66677,6458.333333333333,5,True,28,2207,4,2,2,23,7678,4579,48,1,1,1,15
3701369232,33246798,7030.4337836479135,6,False,28,26799,5,4,1,28,5012,8394,48,2,1,1,15
3749385938,1252,14166.666666666666,0,False,28,20344,5,1,1,30,1198,7523,30,2,1,1,15
3755577810,1339209,6458.333333333333,0,False,28,9694,5,3,1,24,6518,8429,48,2,1,1,15
3749346350,2183652,9791.666666666666,0,False,28,1268,5,3,3,12,13217,2032,48,2,1,1,15
3755810223,10746801,5131.562728536996,6,False,28,8,5,4,2,32,1466,6673,48,2,1,1,15
3757739030,27185258,6458.333333333333,0,False,28,2256,5,4,1,23,8403,1209,48,2,1,1,15
3757497435,3214,8416.666666666666,0,False,28,10641,5,4,1,24,8652,5138,48,2,1,1,15
3749372816,6593,6449.679790526214,0,False,28,19307,4,2,1,21,8441,4837,48,2,1,1,15
3755625588,3015699,6288.597686729506,11,False,28,696,2,3,3,32,12281,7102,48,1,1,1,15
3756043697,95526174,5825.518542478544,14,True,28,7,2,1,3,25,6944,6633,48,2,1,1,15
3701315028,9185958,6250.0,15,False,28,172,5,4,3,18,3934,200,48,2,1,1,15
3697352694,1339209,6458.333333333333,0,False,28,9694,5,3,1,23,4958,8429,48,2,1,1,15
3757454423,636553,4875.0,6,True,28,16,5,4,3,16,17704,1077,48,2,1,1,15
3757915668,27185258,4876.294203490058,0,False,28,2256,2,4,1,8,12158,1209,48,2,1,1,15
3756120522,77825,5748.426782416505,0,False,28,7216,4,4,1,26,5844,3388,40,2,1,1,15
3749346350,2183652,9791.666666666666,0,False,28,1268,5,3,3,14,13217,2032,48,2,1,1,15
3699402564,1339209,6458.333333333333,1,False,28,9694,5,3,1,23,16162,8429,48,2,1,1,15
3755131511,20421,6458.333333333333,15,False,28,1327,5,4,1,21,1195,1733,48,2,1,1,15
3757479497,1828,8958.333333333334,3,True,28,26799,5,4,1,28,15871,5479,48,2,1,1,15
3700697646,25758462,5735.473011111386,10,False,28,1416,4,2,1,25,2940,6280,48,2,1,1,15
3693065972,6593,3549.04,2,False,28,19307,2,2,1,22,8442,4837,48,2,1,1,15
3701322815,10649,6458.333333333333,2,False,28,2430,2,1,3,9,8213,5480,48,3,1,1,15
3757282736,95839626,6458.333333333333,5,True,28,4,3,2,3,25,10899,6176,48,2,1,1,15
3699403638,1339209,6458.333333333333,3,False,28,9694,5,4,1,23,9780,8429,48,2,1,1,15
3697387888,3056410,6386.643154899632,5,False,28,593,5,4,1,26,17656,6224,48,2,1,1,15
3749346422,163644,10833.333333333334,8,True,28,2548,5,4,3,19,14608,2779,48,2,1,1,15
3755577810,1339209,6458.333333333333,0,False,28,9694,5,3,1,24,6518,8429,48,2,1,1,15
3697389483,3104354,6458.333333333333,4,False,28,207,5,5,1,34,18800,7431,48,2,1,1,15
3757480182,7658,7945.374227494052,7,False,28,3610,5,4,3,11,14191,4814,48,2,1,1,15
3699081969,19327,8345.608189974233,7,False,28,8171,5,1,1,27,16038,2794,48,2,1,1,15
3700542410,33246798,12050.916666666666,7,False,28,26799,5,4,1,25,5526,8394,48,2,1,1,15
3749111055,94323213,4075.102451284875,14,True,28,5,4,4,3,18,9023,3221,7,3,1,1,15
3701361897,33246798,12712.916666666666,15,False,28,26799,5,4,1,23,8212,8394,48,2,1,1,15
3697354805,1339209,6458.333333333333,0,False,28,9694,5,3,1,23,5134,8429,48,2,1,1,15
3749859097,6593,3175.2859902773753,3,False,28,19307,2,1,1,16,8039,4837,48,4,1,1,15
3699330295,1339209,6458.333333333333,4,False,28,9694,5,5,1,23,5973,8429,48,2,1,1,15
3693599396,3561956,6458.333333333333,0,True,28,78,2,4,3,32,263,3247,4,1,1,1,15
3755580940,30972,6458.333333333333,12,False,28,575,5,4,3,24,6916,6139,48,2,1,1,15
3755577903,65640448,6458.333333333333,3,False,28,33,2,4,2,16,12228,7022,48,3,1,1,15
3698875274,81869413,6370.270151726293,0,True,28,171,2,4,3,33,6496,7788,48,3,1,1,15
3693583522,256744,14884.375,1,False,28,6477,5,4,1,10,15737,7416,48,2,1,1,15
3701327094,1828,7083.333333333333,0,False,28,26799,5,4,1,30,17439,5479,48,2,1,1,15
3693054056,71170,6458.333333333333,11,True,28,1016,2,3,2,16,11448,3637,48,1,1,1,15
3622613610,35310349,5284.775128597868,1,False,28,1972,5,4,2,34,1494,7492,3,2,1,1,15
3701327060,165158,6458.333333333333,15,False,28,15862,5,4,1,34,5978,5617,48,2,1,1,15
3693043881,157240,12500.0,15,True,28,26799,5,4,3,27,16523,1522,18,2,1,1,15
3756899315,79223358,3735.1713861068097,9,True,28,14,5,4,3,34,10951,4020,48,2,1,1,15
3748836938,6593,6458.333333333333,0,False,28,19307,2,4,1,23,6603,4837,48,5,1,1,15
3701310318,177950,6953.836393194514,3,False,28,9004,4,4,1,25,6711,8217,45,1,1,1,15
3757743357,3267100,3610.3878167124567,4,False,28,128,4,3,3,20,3005,4764,48,1,1,1,15
3757732502,550117,4999.622906334624,3,False,28,606,3,2,2,12,10805,6146,48,3,1,1,15
3693065972,6593,3549.04,2,False,28,19307,2,2,1,22,8442,4837,48,2,1,1,15
3749359284,78378114,6458.333333333333,12,False,28,26799,5,2,1,11,3817,6178,48,2,1,1,15
3699407059,167212,6458.333333333333,3,False,28,1551,5,4,3,16,16060,2203,48,2,1,1,15
3693069261,27292,8360.0,15,False,28,2130,2,4,3,19,13831,8634,48,1,1,1,15
3693055354,19022914,14884.375,11,False,28,17,5,4,3,21,2362,17,48,2,1,1,15
3693055503,70683,5941.179736691859,14,True,28,1145,3,4,3,14,12772,3739,48,1,1,1,15
3756152675,261456,3520.0,0,False,28,4219,2,4,1,23,6551,5256,19,2,1,1,15
3693404676,18822645,12074.369152947675,7,False,28,66,3,4,3,20,3617,1506,48,2,1,1,15
3755810223,10746801,5131.562728536996,6,False,28,8,5,4,2,32,1466,6673,48,2,1,1,15
3693073487,2483413,5544.0,2,False,28,97,2,4,3,23,8965,8026,48,2,1,1,15
3697395314,27185258,3168.0,1,False,28,2256,2,2,1,22,585,1209,48,2,1,1,15
3749356516,447979,6458.333333333333,0,False,28,4272,5,4,1,24,2039,4745,48,2,1,1,15
3693073487,2483413,5544.0,2,False,28,97,2,4,3,23,8965,8026,48,2,1,1,15
3749372278,6593,6376.879678147694,7,False,28,19307,3,2,1,28,8440,4837,48,3,1,1,15
3757737813,27185258,6114.404573743637,0,False,28,2256,5,4,1,22,7965,1209,48,2,1,1,15
3701322307,8601,7328.0534640716605,8,False,28,1584,3,2,3,18,8813,5226,48,2,1,1,15
3749380434,3503,10917.58401111167,0,False,28,19906,5,1,1,26,4251,6390,37,2,1,1,15
3693067771,24663,5467.248832403003,3,False,28,1255,4,4,1,30,4706,3612,48,1,1,1,15
3700535284,33246798,6458.333333333333,9,False,28,26799,5,4,1,16,10397,8394,48,2,1,1,15
3699086631,19327,8958.175910321426,10,False,28,8171,5,1,1,29,12273,2794,48,2,1,1,15
3701366818,33246798,14884.375,3,False,28,26799,5,4,1,25,12041,8394,48,2,1,1,15
3699781061,18303224,6458.333333333333,4,False,28,1529,4,4,3,24,15654,5264,48,2,1,1,15
3757914937,27185258,4752.0,1,False,28,2256,2,4,1,16,13959,1209,48,2,1,1,15
3692362958,2413926,4048.0,1,False,28,13,2,2,3,25,18149,7674,48,2,1,1,15
3757530713,1102419,6474.01885663721,1,False,28,130,4,4,3,6,5280,5854,48,1,1,1,15
3697346417,27184475,3205.0617230461016,1,False,28,2230,2,2,1,30,644,1255,48,2,1,1,15
3757174742,72361214,5370.900216604505,8,False,28,20405,5,3,1,25,9664,7422,48,2,1,1,15
3693067253,6593,5177.234810212428,1,False,28,19307,3,3,1,22,8440,4837,48,2,1,1,15
3756146380,6846,5625.0,4,False,28,3707,5,2,1,21,11884,109,48,2,1,1,15
3757490754,314109,6458.333333333333,2,False,28,3843,5,3,1,21,7162,7857,20,2,1,1,15
3699139797,1897712,7396.704325603902,1,False,28,925,5,5,2,25,7624,3680,48,2,1,1,15
3757471946,166612,6458.333333333333,0,False,28,9975,5,4,1,34,15589,8720,48,2,1,1,15
3749358808,447979,6468.738810824732,0,False,28,4272,5,4,1,23,2823,4745,48,2,1,1,15
3693506068,3555914,6754.565646175392,2,True,28,1332,2,4,3,30,1562,4220,11,1,1,1,15
3701326143,1828,11680.750810866224,14,False,28,26799,5,4,1,15,16800,5479,48,2,1,1,15
3697365267,174101,6262.83860676858,14,False,28,1746,4,3,1,33,14214,2426,45,2,1,1,15
3701327092,1828,8622.428805647167,8,False,28,26799,5,4,1,18,14419,5479,48,2,1,1,15
3701367398,33246798,7968.0,15,False,28,26799,5,4,1,34,12174,8394,48,2,1,1,15
3694101617,69793,6458.333333333333,0,False,28,121,5,5,3,14,18939,5162,48,2,1,1,15
3701315755,9185958,11748.92567146552,15,False,28,172,5,5,3,16,3928,200,48,2,1,1,15
3693043881,157240,12500.0,15,True,28,26799,5,4,3,32,16523,1522,18,2,1,1,15
